name,chi2,Z,P,P.adjusted,comparisons
tn_ugl,324.5558706276212,-5.528971007557381,1.6105728421130046e-8,4.08837721459455e-8,Penhorn Lake - Shubenacadie Canal
tn_ugl,324.5558706276212,-5.502337024880832,1.8739481391225888e-8,4.5807621178552174e-8,Lake Fletcher - Shubenacadie Canal
tn_ugl,324.5558706276212,-5.471230626387234,2.234606253732744e-8,5.267286169512897e-8,Lake Banook 1 - Shubenacadie Canal
tn_ugl,324.5558706276212,-5.089626686121077,1.7938455388974348e-7,4.0825450195596794e-7,Cunard Pond - INP
tn_ugl,324.5558706276212,4.960357796737804,3.518172763451296e-7,7.739980079592852e-7,INP - Kearney Lake
tn_ugl,324.5558706276212,3.9718419538605274,3.565951615884451e-5,7.354775207761681e-5,Lake Banook 1 - Turtle Creek Reservoir
tn_ugl,324.5558706276212,3.9773844030763437,3.483873829479657e-5,7.417279765988947e-5,Lake Fletcher - Turtle Creek Reservoir
tn_ugl,324.5558706276212,3.9116080446462544,4.584181157052204e-5,9.168362314104408e-5,Penhorn Lake - Turtle Creek Reservoir
tn_ugl,324.5558706276212,3.7540559164402674,8.699801119888413e-5,1.6887849232724567e-4,Kearney Lake - Lake Banook 2
tn_ugl,324.5558706276212,3.723039948262766,9.841918135617207e-5,1.8559045627163876e-4,Lake Banook 2 - Turtle Creek Reservoir
tn_ugl,324.5558706276212,3.6566040258624186,1.2778936004926e-4,2.3428049342364332e-4,Cunard Pond - Lake Banook 2
tn_ugl,324.5558706276212,3.565487820056779,1.8159001465444628e-4,3.2391732343766094e-4,Kearney Lake - Penhorn Lake
tn_ugl,324.5558706276212,3.530544977447562,2.0735225007145912e-4,3.6013811854516584e-4,Kearney Lake - Lake Fletcher
tn_ugl,324.5558706276212,3.505253910842506,2.2808600159247822e-4,3.8599169500265544e-4,Kearney Lake - Lake Banook 1
tn_ugl,324.5558706276212,3.4672583257824736,2.6289815829350245e-4,4.3378196118427903e-4,Cunard Pond - Penhorn Lake
tn_ugl,324.5558706276212,3.4318228860114703,2.9976948293248526e-4,4.82555753013269e-4,Cunard Pond - Lake Fletcher
tn_ugl,324.5558706276212,3.4067760282599164,3.2867522274450823e-4,5.164896357413701e-4,Cunard Pond - Lake Banook 1
tn_ugl,324.5558706276212,3.051953866550021,0.0011367852048108622,0.0017051778072162934,Lake Banook 1 - Tower Road Reservoir
tn_ugl,324.5558706276212,3.0533279846758403,0.0011315921545042844,0.0017368623766809948,Lake Fletcher - Tower Road Reservoir
tn_ugl,324.5558706276212,2.9933264844320173,0.0013797718678033558,0.0020236654061115884,Penhorn Lake - Tower Road Reservoir
tn_ugl,324.5558706276212,2.8097877769805044,0.0024787088621099173,0.0035564083673750987,Lake Banook 2 - Tower Road Reservoir
tn_ugl,324.5558706276212,2.714131545683636,0.0033224886966289804,0.0046656224250534615,INP - Lake Charles 2
tn_ugl,324.5558706276212,2.706012430490384,0.0034048248470853596,0.0046816341647423695,INP - Shubenacadie Canal
