station_name,date_time,cool_deg_days_c,heat_deg_days_c,max_temp_c,mean_temp_c,min_temp_c,total_precip_mm,region
SHEARWATER RCS,2023-11-03,0,13,9.2,5,0.9,1,ns
SHEARWATER RCS,2023-11-04,0,5.9,15.5,12.1,8.6,0,ns
SHEARWATER RCS,2023-11-05,0,10.3,12.5,7.7,2.8,0,ns
SHEARWATER RCS,2023-11-06,0,14.8,6.6,3.2,-0.3,0,ns
SHEARWATER RCS,2023-11-07,0,10.4,12.8,7.6,2.4,3.8,ns
SHEARWATER RCS,2023-11-08,0,11.5,12,6.5,1,1.1,ns
SHEARWATER RCS,2023-11-09,0,14.1,6.8,3.9,0.9,0,ns
SHEARWATER RCS,2023-11-10,0,11.6,10.5,6.4,2.4,0,ns
SHEARWATER RCS,2023-11-11,0,13.5,7.6,4.5,1.3,0.4,ns
SHEARWATER RCS,2023-11-12,0,14.9,6.4,3.1,-0.2,0,ns
SHEARWATER RCS,2023-11-13,0,16.8,4.9,1.2,-2.5,0,ns
SHEARWATER RCS,2023-11-14,0,15.2,5.4,2.8,0.2,0,ns
SHEARWATER RCS,2023-11-15,0,14.8,7,3.2,-0.5,0,ns
SHEARWATER RCS,2023-11-16,0,12,11.7,6,0.3,0,ns
SHEARWATER RCS,2023-11-17,0,13.1,11,4.9,-1.2,0,ns
SHEARWATER RCS,2023-11-18,0,8.1,13.4,9.9,6.4,40,ns
SHEARWATER RCS,2023-11-19,0,14.8,7.1,3.2,-0.7,0,ns
SHEARWATER RCS,2023-11-20,0,16.9,3.9,1.1,-1.7,0.5,ns
SHEARWATER RCS,2023-11-21,0,17.6,3.7,0.4,-2.8,0,ns
SHEARWATER RCS,2023-11-22,0,16.4,6.9,1.6,-3.7,33.6,ns
SHEARWATER RCS,2023-11-23,0,9.5,12,8.5,4.9,32,ns
SHEARWATER RCS,2023-11-24,0,15.3,7.4,2.7,-2,0,ns
SHEARWATER RCS,2023-11-25,0,21.9,-1.8,-3.9,-5.9,0,ns
SHEARWATER RCS,2023-11-26,0,17,4.5,1,-2.6,0,ns
SHEARWATER RCS,2023-11-27,0,10.7,10.7,7.3,3.9,17.4,ns
SHEARWATER RCS,2023-11-28,0,15.3,6.2,2.7,-0.7,0,ns
SHEARWATER RCS,2023-11-29,0,19.1,1.1,-1.1,-3.2,0,ns
SHEARWATER RCS,2023-11-30,0,18.5,5.1,-0.5,-6,NA,ns
SHEARWATER RCS,2023-12-01,0,10.1,10.9,7.9,4.8,0,ns
SHEARWATER RCS,2023-12-02,0,12.3,8.4,5.7,3,2.9,ns
SHEARWATER RCS,2023-12-03,0,16.7,3.1,1.3,-0.4,3.7,ns
SHEARWATER RCS,2023-12-04,0,17.8,1.3,0.2,-0.9,16.8,ns
SHEARWATER RCS,2023-12-05,0,19.9,1.2,-1.9,-4.9,0,ns
SHEARWATER RCS,2023-12-06,0,21.6,0.2,-3.6,-7.4,0,ns
SHEARWATER RCS,2023-12-07,0,20.6,0.7,-2.6,-6,0,ns
SHEARWATER RCS,2023-12-08,0,19.3,2.7,-1.3,-5.2,0,ns
SHEARWATER RCS,2023-12-09,0,18.6,4.5,-0.6,-5.7,0,ns
SHEARWATER RCS,2023-12-10,0,13.1,11,4.9,-1.3,0,ns
SHEARWATER RCS,2023-12-11,0,8.8,13.4,9.2,4.9,5.5,ns
SHEARWATER RCS,2023-12-12,0,15.6,4.9,2.4,-0.1,0,ns
SHEARWATER RCS,2023-12-13,0,15.6,7.2,2.4,-2.4,0.7,ns
SHEARWATER RCS,2023-12-14,0,21.8,-2.4,-3.8,-5.3,0,ns
SHEARWATER RCS,2023-12-15,0,16.2,6.8,1.8,-3.2,0,ns
SHEARWATER RCS,2023-12-16,0,18,5.5,0,-5.4,0,ns
SHEARWATER RCS,2023-12-17,0,17.3,7.3,0.7,-5.9,0,ns
SHEARWATER RCS,2023-12-18,0,8.4,11.9,9.6,7.2,12.7,ns
SHEARWATER RCS,2023-12-19,0,8.5,11.5,9.5,7.4,14.1,ns
SHEARWATER RCS,2023-12-20,0,13.7,7.5,4.3,1,18.1,ns
SHEARWATER RCS,2023-12-21,0,20.3,1,-2.3,-5.6,5.8,ns
SHEARWATER RCS,2023-12-22,0,23,-2.5,-5,-7.4,0,ns
SHEARWATER RCS,2023-12-23,0,21.6,0.7,-3.6,-7.9,0,ns
SHEARWATER RCS,2023-12-24,0,16.4,4.7,1.6,-1.6,0,ns
SHEARWATER RCS,2023-12-25,0,15.6,6.7,2.4,-1.8,0,ns
SHEARWATER RCS,2023-12-26,0,13.6,8,4.4,0.8,0,ns
SHEARWATER RCS,2023-12-27,0,13.5,5.9,4.5,3.1,7.3,ns
SHEARWATER RCS,2023-12-28,0,14.8,4.3,3.2,2.1,6.5,ns
SHEARWATER RCS,2023-12-29,0,16,3.5,2,0.5,16.7,ns
SHEARWATER RCS,2023-12-30,0,17,1.7,1,0.3,7,ns
SHEARWATER RCS,2023-12-31,0,18.1,1.4,-0.1,-1.7,1.3,ns
SHEARWATER RCS,2024-04-01,0,14.2,8.5,3.8,-0.8,0,ns
SHEARWATER RCS,2024-04-02,0,13.2,10.8,4.8,-1.3,0,ns
SHEARWATER RCS,2024-04-03,0,15.4,6.3,2.6,-1,1.5,ns
SHEARWATER RCS,2024-04-04,0,16.9,2.9,1.1,-0.7,16.7,ns
SHEARWATER RCS,2024-04-05,0,14.1,5.8,3.9,2,1.4,ns
SHEARWATER RCS,2024-04-06,0,14.8,4.5,3.2,1.9,0.8,ns
SHEARWATER RCS,2024-04-07,0,14.6,7.2,3.4,-0.4,0.2,ns
SHEARWATER RCS,2024-04-08,0,11.3,14.3,6.7,-0.9,0,ns
SHEARWATER RCS,2024-04-09,0,14.9,8,3.1,-1.8,0,ns
SHEARWATER RCS,2024-04-10,0,15.6,7.5,2.4,-2.8,0,ns
SHEARWATER RCS,2024-04-11,0,13.3,7.3,4.7,2.1,2.3,ns
SHEARWATER RCS,2024-04-12,0,11.3,9.6,6.7,3.9,32.4,ns
SHEARWATER RCS,2024-04-13,0,10.7,10.2,7.3,4.5,21.1,ns
SHEARWATER RCS,2024-04-14,0,10.8,9.9,7.2,4.5,0,ns
SHEARWATER RCS,2024-04-15,0,10,12.7,8,3.2,0.2,ns
SHEARWATER RCS,2024-04-16,0,10.4,12.1,7.6,3,0.3,ns
SHEARWATER RCS,2024-04-17,0,11.8,9.5,6.2,2.9,0.7,ns
SHEARWATER RCS,2024-04-18,0,11.3,12.8,6.7,0.5,0.2,ns
SHEARWATER RCS,2024-04-19,0,10.6,15.2,7.4,-0.4,0,ns
SHEARWATER RCS,2024-04-20,0,13.7,6.4,4.3,2.1,14.9,ns
SHEARWATER RCS,2024-04-21,0,11.1,9.8,6.9,4,0.2,ns
SHEARWATER RCS,2024-04-22,0,10.8,12.8,7.2,1.6,0,ns
SHEARWATER RCS,2024-04-23,0,15.4,7.2,2.6,-1.9,0,ns
SHEARWATER RCS,2024-04-24,0,8.7,15.7,9.3,2.9,0,ns
SHEARWATER RCS,2024-04-25,0,14.1,7.9,3.9,0,0,ns
SHEARWATER RCS,2024-04-26,0,13.2,10.2,4.8,-0.5,0,ns
SHEARWATER RCS,2024-04-27,0,12.4,12.7,5.6,-1.5,0,ns
SHEARWATER RCS,2024-04-28,0,11.1,16.2,6.9,-2.4,0,ns
SHEARWATER RCS,2024-04-29,0,9.8,11.4,8.2,5,1.3,ns
SHEARWATER RCS,2024-04-30,0,11.9,9.4,6.1,2.8,0,ns
SHEARWATER RCS,2024-05-01,0,10.9,10.8,7.1,3.4,0,ns
SHEARWATER RCS,2024-05-02,0,8.8,15.2,9.2,3.2,0,ns
SHEARWATER RCS,2024-05-03,0,9.4,11.9,8.6,5.2,0,ns
SHEARWATER RCS,2024-05-04,0,9.4,12,8.6,5.2,0,ns
SHEARWATER RCS,2024-05-05,0,10.9,9.6,7.1,4.7,0,ns
SHEARWATER RCS,2024-05-06,0,10.2,10.6,7.8,5.1,1.5,ns
SHEARWATER RCS,2024-05-07,0,3.9,19,14.1,9.2,0,ns
SHEARWATER RCS,2024-05-08,0,6.7,16.5,11.3,6.1,1.2,ns
SHEARWATER RCS,2024-05-09,0,11.8,7.8,6.2,4.6,13.3,ns
SHEARWATER RCS,2024-05-10,0,11.3,9.1,6.7,4.3,0,ns
SHEARWATER RCS,2024-05-11,0,11,8.8,7,5.1,0.2,ns
SHEARWATER RCS,2024-05-12,0,9.4,12.2,8.6,5.1,0,ns
SHEARWATER RCS,2024-05-13,0,11.6,10.4,6.4,2.5,0,ns
SHEARWATER RCS,2024-05-14,0,5.8,22.4,12.2,1.9,0,ns
SHEARWATER RCS,2024-05-15,0,6.6,16.3,11.4,6.6,0,ns
SHEARWATER RCS,2024-05-16,0,6.8,15.2,11.2,7.2,0,ns
SHEARWATER RCS,2024-05-17,0,6.5,14.8,11.5,8.1,0,ns
SHEARWATER RCS,2024-05-18,0,8.1,13.5,9.9,6.3,0.2,ns
SHEARWATER RCS,2024-05-19,0,8.6,12.7,9.4,6.1,2.8,ns
SHEARWATER RCS,2024-05-20,0,9.8,10.9,8.2,5.5,0.4,ns
SHEARWATER RCS,2024-05-21,0,6.4,17,11.6,6.1,NA,ns
SHEARWATER RCS,2024-05-22,0,0.7,23.8,17.3,10.8,0,ns
SHEARWATER RCS,2024-05-23,0,4.1,17.2,13.9,10.6,5,ns
SHEARWATER RCS,2024-05-24,0,0.7,23.6,17.3,11,0.7,ns
SHEARWATER RCS,2024-05-25,0,1,22.3,17,11.6,0,ns
SHEARWATER RCS,2024-05-26,0,6.1,15.2,11.9,8.7,0.9,ns
SHEARWATER RCS,2024-05-27,0,7.3,13.2,10.7,8.1,0,ns
SHEARWATER RCS,2024-05-28,0,6.3,13.8,11.7,9.6,28.1,ns
SHEARWATER RCS,2024-05-29,0,2.2,22.4,15.8,9.2,0.2,ns
SHEARWATER RCS,2024-05-30,0,4,18.5,14,9.4,3.3,ns
SHEARWATER RCS,2024-05-31,0,4.3,18.4,13.7,8.9,0,ns
SHEARWATER RCS,2024-06-01,0,6.8,15.2,11.2,7.2,0,ns
SHEARWATER RCS,2024-06-02,0,5.3,16.1,12.7,9.2,1.3,ns
SHEARWATER RCS,2024-06-03,0,5.5,15.2,12.5,9.7,0.2,ns
SHEARWATER RCS,2024-06-04,0,0.6,23.2,17.4,11.6,0,ns
SHEARWATER RCS,2024-06-05,0,1,23.6,17,10.4,0.2,ns
SHEARWATER RCS,2024-06-06,0,2.3,19.5,15.7,11.8,0.3,ns
SHEARWATER RCS,2024-06-07,0,3.6,17.9,14.4,11,0,ns
SHEARWATER RCS,2024-06-08,0,5.7,13.4,12.3,11.2,0,ns
SHEARWATER RCS,2024-06-09,0,1.1,22.1,16.9,11.7,4.3,ns
SHEARWATER RCS,2024-06-10,0,2.2,19.8,15.8,11.9,0,ns
SHEARWATER RCS,2024-06-11,0,2.4,20.2,15.6,11,0,ns
SHEARWATER RCS,2024-06-12,0,3.3,18.1,14.7,11.3,0,ns
SHEARWATER RCS,2024-06-13,0,1.2,22.4,16.8,11.2,0,ns
SHEARWATER RCS,2024-06-14,0,0.6,22.3,17.4,12.4,0,ns
SHEARWATER RCS,2024-06-15,0,4.7,15.3,13.3,11.4,35.3,ns
SHEARWATER RCS,2024-06-16,0,2,21.9,16,10.1,0,ns
SHEARWATER RCS,2024-06-17,0,2.4,22,15.6,9.2,0,ns
SHEARWATER RCS,2024-06-18,0,1.1,21.9,16.9,11.9,0,ns
SHEARWATER RCS,2024-06-19,2.5,0,27.4,20.5,13.5,0,ns
SHEARWATER RCS,2024-06-20,7.7,0,33.9,25.7,17.5,0,ns
SHEARWATER RCS,2024-06-21,4.1,0,27.3,22.1,16.9,0,ns
SHEARWATER RCS,2024-06-22,0.1,0,22.6,18.1,13.5,0,ns
SHEARWATER RCS,2024-06-23,0,2.7,17.1,15.3,13.4,15,ns
SHEARWATER RCS,2024-06-24,0,1.6,19.3,16.4,13.4,7.7,ns
SHEARWATER RCS,2024-06-25,0,2.1,19.2,15.9,12.5,1.7,ns
SHEARWATER RCS,2024-06-26,0,0.3,22.8,17.7,12.7,0.2,ns
SHEARWATER RCS,2024-06-27,0,1.9,20.4,16.1,11.7,2.8,ns
SHEARWATER RCS,2024-06-28,0,2.3,21.1,15.7,10.4,0,ns
SHEARWATER RCS,2024-06-29,0,2.8,20.5,15.2,10,0,ns
SHEARWATER RCS,2024-06-30,0,3.1,17,14.9,12.7,13,ns
SHEARWATER RCS,2024-07-01,0,0.8,21.3,17.2,13,3.9,ns
SHEARWATER RCS,2024-07-02,1.6,0,26.3,19.6,12.9,0.2,ns
SHEARWATER RCS,2024-07-03,0,1.3,22.2,16.7,11.3,0,ns
SHEARWATER RCS,2024-07-04,0,2.7,19.8,15.3,10.7,0,ns
SHEARWATER RCS,2024-07-05,0,2.9,16.2,15.1,14,5,ns
SHEARWATER RCS,2024-07-06,0,1.9,18.3,16.1,13.8,10.1,ns
SHEARWATER RCS,2024-07-07,1.8,0,23.1,19.8,16.5,3.4,ns
SHEARWATER RCS,2024-07-08,2.2,0,24.5,20.2,15.8,0,ns
SHEARWATER RCS,2024-07-09,2.6,0,25.1,20.6,16.1,0,ns
SHEARWATER RCS,2024-07-10,4.4,0,28,22.4,16.8,0,ns
SHEARWATER RCS,2024-07-11,2.4,0,23.8,20.4,17.1,1.8,ns
SHEARWATER RCS,2024-07-12,3.9,0,27.1,21.9,16.7,0,ns
SHEARWATER RCS,2024-07-13,5.3,0,28.6,23.3,17.9,0,ns
SHEARWATER RCS,2024-07-14,5,0,28.6,23,17.4,0,ns
SHEARWATER RCS,2024-07-15,4.7,0,29.8,22.7,15.5,0,ns
SHEARWATER RCS,2024-07-16,0,0,20.8,18,15.2,1.1,ns
SHEARWATER RCS,2024-07-17,2.8,0,27.9,20.8,13.6,0,ns
SHEARWATER RCS,2024-07-18,0.8,0,22.3,18.8,15.4,0,ns
SHEARWATER RCS,2024-07-19,3.9,0,28,21.9,15.8,0,ns
SHEARWATER RCS,2024-07-20,2.1,0,25.4,20.1,14.8,0,ns
SHEARWATER RCS,2024-07-21,1.2,0,24.4,19.2,13.9,0.2,ns
SHEARWATER RCS,2024-07-22,2.2,0,25.6,20.2,14.7,0.2,ns
SHEARWATER RCS,2024-07-23,0,2,19.1,16,13,0.9,ns
SHEARWATER RCS,2024-07-24,1.6,0,24.5,19.6,14.7,0,ns
SHEARWATER RCS,2024-07-25,0,0.2,20.5,17.8,15,13.2,ns
SHEARWATER RCS,2024-07-26,2.6,0,27,20.6,14.3,1.9,ns
SHEARWATER RCS,2024-07-27,0.5,0,23.2,18.5,13.9,0,ns
SHEARWATER RCS,2024-07-28,1.3,0,25.5,19.3,13,0,ns
SHEARWATER RCS,2024-07-29,0.9,0,22.1,18.9,15.8,0,ns
SHEARWATER RCS,2024-07-30,1,0,22.5,19,15.5,4.9,ns
SHEARWATER RCS,2024-07-31,3.1,0,26.5,21.1,15.6,0,ns
SHEARWATER RCS,2024-08-01,1.9,0,21.6,19.9,18.3,10.2,ns
SHEARWATER RCS,2024-08-02,6.9,0,31.4,24.9,18.5,0,ns
SHEARWATER RCS,2024-08-03,3.6,0,24.8,21.6,18.3,7.9,ns
SHEARWATER RCS,2024-08-04,3.7,0,25.5,21.7,17.9,0.2,ns
SHEARWATER RCS,2024-08-05,3.9,0,26.3,21.9,17.6,0.8,ns
SHEARWATER RCS,2024-08-06,0,0.2,19.6,17.8,16,2.1,ns
SHEARWATER RCS,2024-08-07,0.3,0,23.1,18.3,13.6,1,ns
SHEARWATER RCS,2024-08-08,0,0.5,23,17.5,12.1,0,ns
SHEARWATER RCS,2024-08-09,0,0.4,21.3,17.6,14,14.6,ns
SHEARWATER RCS,2024-08-10,2,0,22.3,20,17.7,2,ns
SHEARWATER RCS,2024-08-11,4.1,0,28.5,22.1,15.7,0,ns
SHEARWATER RCS,2024-08-12,1.6,0,25.3,19.6,13.9,0,ns
SHEARWATER RCS,2024-08-13,1.8,0,26,19.8,13.6,0.7,ns
SHEARWATER RCS,2024-08-14,1.5,0,23.8,19.5,15.2,0,ns
SHEARWATER RCS,2024-08-15,0.6,0,23.6,18.6,13.7,0,ns
SHEARWATER RCS,2024-08-16,0.3,0,22.3,18.3,14.3,0.2,ns
SHEARWATER RCS,2024-08-17,0,0,22.7,18,13.3,0,ns
SHEARWATER RCS,2024-08-18,1,0,23.7,19,14.3,0,ns
SHEARWATER RCS,2024-08-19,5.2,0,27.1,23.2,19.3,16.4,ns
SHEARWATER RCS,2024-08-20,2.7,0,22.6,20.7,18.8,0.2,ns
SHEARWATER RCS,2024-08-21,1.8,0,23.9,19.8,15.7,0.2,ns
SHEARWATER RCS,2024-08-22,0.4,0,22.8,18.4,13.9,0,ns
SHEARWATER RCS,2024-08-23,0.1,0,23.5,18.1,12.7,0,ns
SHEARWATER RCS,2024-08-24,3.1,0,27.1,21.1,15,0.2,ns
SHEARWATER RCS,2024-08-25,2.2,0,26.3,20.2,14,0.2,ns
SHEARWATER RCS,2024-08-26,0.3,0,22.1,18.3,14.4,0.2,ns
SHEARWATER RCS,2024-08-27,0,0,22,18,14,0,ns
SHEARWATER RCS,2024-08-28,0,2.1,18,15.9,13.9,0,ns
SHEARWATER RCS,2024-08-29,0,2.4,21.8,15.6,9.4,0,ns
SHEARWATER RCS,2024-08-30,0,4.4,19.2,13.6,8,0,ns
SHEARWATER RCS,2024-08-31,0,1.5,22,16.5,11,0,ns
SHEARWATER RCS,2024-09-01,1.1,0,21.7,19.1,16.5,0.3,ns
SHEARWATER RCS,2024-09-02,0.5,0,24,18.5,12.9,19.9,ns
SHEARWATER RCS,2024-09-03,0,2.3,19.5,15.7,11.8,0,ns
SHEARWATER RCS,2024-09-04,0,1.4,23.6,16.6,9.5,0,ns
SHEARWATER RCS,2024-09-05,0,1,23.4,17,10.6,0,ns
SHEARWATER RCS,2024-09-06,0,1.6,21.2,16.4,11.5,4.4,ns
SHEARWATER RCS,2024-09-07,0.1,0,20,18.1,16.2,63.2,ns
SHEARWATER RCS,2024-09-08,0,1.9,20.2,16.1,12,4.3,ns
SHEARWATER RCS,2024-09-09,0,3.1,19,14.9,10.7,0.2,ns
SHEARWATER RCS,2024-09-10,0,1.9,22,16.1,10.1,1.7,ns
SHEARWATER RCS,2024-09-11,0,1.8,22,16.2,10.5,0.4,ns
SHEARWATER RCS,2024-09-12,0,2.8,21.6,15.2,8.9,0.2,ns
SHEARWATER RCS,2024-09-13,0.4,0,23.6,18.4,13.2,0.2,ns
SHEARWATER RCS,2024-09-14,0,3,20.2,15,9.8,0,ns
SHEARWATER RCS,2024-09-15,0,2.9,21.2,15.1,9,0.2,ns
SHEARWATER RCS,2024-09-16,NA,NA,NA,NA,NA,NA,ns
SHEARWATER RCS,2024-09-17,NA,NA,NA,NA,NA,NA,ns
SHEARWATER RCS,2024-09-18,4.5,0,29.5,22.5,15.5,0,ns
SHEARWATER RCS,2024-09-19,1.9,0,25,19.9,14.8,0,ns
SHEARWATER RCS,2024-09-20,NA,NA,NA,NA,NA,NA,ns
SHEARWATER RCS,2024-09-21,0,2.3,19.7,15.7,11.7,0,ns
SHEARWATER RCS,2024-09-22,0,3.7,18.1,14.3,10.5,0,ns
SHEARWATER RCS,2024-09-23,NA,NA,NA,NA,NA,NA,ns
SHEARWATER RCS,2024-09-24,0,3.7,18.7,14.3,10,0,ns
SHEARWATER RCS,2024-09-25,0,3.5,18.3,14.5,10.7,0,ns
SHEARWATER RCS,2024-09-26,0,3.5,17.8,14.5,11.2,4.8,ns
SHEARWATER RCS,2024-09-27,NA,NA,NA,NA,NA,NA,ns
SHEARWATER RCS,2024-09-28,0,2.4,20.4,15.6,10.8,0,ns
SHEARWATER RCS,2024-09-29,0,2.8,20.7,15.2,9.8,0,ns
SHEARWATER RCS,2024-09-30,0,1.1,22.4,16.9,11.4,0,ns
SHEARWATER RCS,2024-10-01,0,5,18.3,13,7.7,0,ns
SHEARWATER RCS,2024-10-02,0,5.3,17.8,12.7,7.6,0,ns
SHEARWATER RCS,2024-10-03,0,4.1,18.9,13.9,9,0,ns
SHEARWATER RCS,2024-10-04,0,3.1,20,14.9,9.8,0,ns
SHEARWATER RCS,2024-10-05,0,3.3,17.2,14.7,12.3,0.2,ns
SHEARWATER RCS,2024-10-06,0,2.5,19.5,15.5,11.4,2,ns
SHEARWATER RCS,2024-10-07,0,3.9,17.1,14.1,11.2,3,ns
SHEARWATER RCS,2024-10-08,0,4,16.8,14,11.2,13.1,ns
SHEARWATER RCS,2024-10-09,0,5.5,16.1,12.5,8.9,0.5,ns
SHEARWATER RCS,2024-10-10,0,6.8,14.7,11.2,7.8,0.3,ns
SHEARWATER RCS,2024-10-11,0,6.8,14.8,11.2,7.6,0,ns
SHEARWATER RCS,2024-10-12,0,4.7,18.2,13.3,8.5,1.3,ns
SHEARWATER RCS,2024-10-13,0,6.7,15.5,11.3,7.2,0,ns
SHEARWATER RCS,2024-10-14,0,5.4,17.2,12.6,8.1,16.2,ns
SHEARWATER RCS,2024-10-15,0,6.9,14.8,11.1,7.5,0,ns
SHEARWATER RCS,2024-10-16,0,9.8,12.5,8.2,3.8,0,ns
SHEARWATER RCS,2024-10-17,0,11.3,11.7,6.7,1.7,0,ns
SHEARWATER RCS,2024-10-18,0,8.7,15.7,9.3,2.9,0,ns
SHEARWATER RCS,2024-10-19,0,8,17.7,10,2.3,0,ns
SHEARWATER RCS,2024-10-20,0,5.3,20.2,12.7,5.3,0,ns
SHEARWATER RCS,2024-10-21,0,3.6,20.4,14.4,8.4,0,ns
SHEARWATER RCS,2024-10-22,0,5.5,17.4,12.5,7.7,0,ns
SHEARWATER RCS,2024-10-23,0,5.7,16.7,12.3,8,0,ns
SHEARWATER RCS,2024-10-24,0,4.7,16.8,13.3,9.7,6.8,ns
SHEARWATER RCS,2024-10-25,0,8.9,12.1,9.1,6.1,1,ns
SHEARWATER RCS,2024-10-26,0,9.8,14,8.2,2.4,0,ns
SHEARWATER RCS,2024-10-27,0,12.7,9,5.3,1.5,0,ns
SHEARWATER RCS,2024-10-28,0,13.9,7.5,4.1,0.7,0,ns
SHEARWATER RCS,2024-10-29,0,14.3,9.1,3.7,-1.6,0,ns
SHEARWATER RCS,2024-10-30,0,12.7,11.5,5.3,-0.9,0,ns
SHEARWATER RCS,2024-10-31,0,4.6,16.4,13.4,10.5,0.2,ns
SHEARWATER RCS,2024-11-01,0,5.4,17.6,12.6,7.5,0,ns
SHEARWATER RCS,2024-11-02,0,13.3,8.2,4.7,1.3,0,ns
SHEARWATER RCS,2024-11-03,0,14.4,6.9,3.6,0.2,0,ns
SHEARWATER RCS,2024-11-04,0,14.3,8.5,3.7,-1.1,0,ns
SHEARWATER RCS,2024-11-05,0,10.1,12.1,7.9,3.7,3,ns
SHEARWATER RCS,2024-11-06,0,2.7,20,15.3,10.5,0,ns
SHEARWATER RCS,2024-11-07,0,10.3,11.3,7.7,4.1,0,ns
SHEARWATER RCS,2024-11-08,0,11.2,11.3,6.8,2.2,0,ns
SHEARWATER RCS,2024-11-09,0,14.4,6.1,3.6,1.1,0,ns
SHEARWATER RCS,2024-11-10,0,13.3,9.7,4.7,-0.3,0,ns
SHEARWATER RCS,2024-11-11,0,8.9,12.6,9.1,5.6,5.5,ns
SHEARWATER RCS,2024-11-12,0,10.4,12.4,7.6,2.8,0,ns
SHEARWATER RCS,2024-11-13,0,16,3.9,2,0.2,0,ns
SHEARWATER RCS,2024-11-14,0,15.5,4.2,2.5,0.8,0,ns
SHEARWATER RCS,2024-11-15,0,13.5,6.7,4.5,2.2,8.1,ns
SHEARWATER RCS,2024-11-16,0,10,9.4,8,6.6,0.5,ns
SHEARWATER RCS,2024-11-17,0,10.9,8.5,7.1,5.7,0,ns
SHEARWATER RCS,2024-11-18,0,11.6,8.2,6.4,4.5,0,ns
SHEARWATER RCS,2024-11-19,NA,NA,NA,NA,NA,NA,ns
SHEARWATER RCS,2024-11-20,0,8.3,13,9.7,6.4,0,ns
SHEARWATER RCS,2024-11-21,0,9.2,11.3,8.8,6.3,0,ns
SHEARWATER RCS,2024-11-22,0,10.2,8.4,7.8,7.2,10.3,ns
SHEARWATER RCS,2024-11-23,0,11.3,9.8,6.7,3.6,61.3,ns
SHEARWATER RCS,2024-11-24,0,12.6,7.2,5.4,3.6,0,ns
SHEARWATER RCS,2024-11-25,0,13,6.7,5,3.3,0,ns
SHEARWATER RCS,2024-11-26,0,11.2,8.3,6.8,5.3,0,ns
SHEARWATER RCS,2024-11-27,0,12,9.7,6,2.4,2,ns
SHEARWATER RCS,2024-11-28,0,14.2,7,3.8,0.5,30.3,ns
SHEARWATER RCS,2024-11-29,0,11.7,10.2,6.3,2.4,4.6,ns
SHEARWATER RCS,2024-11-30,0,14.5,8,3.5,-0.9,0.2,ns
SHEARWATER RCS,2024-12-01,0,15.2,5.7,2.8,-0.1,0,ns
SHEARWATER RCS,2024-12-02,0,17,5,1,-3,0,ns
SHEARWATER RCS,2024-12-03,0,19.4,1.6,-1.4,-4.3,0,ns
SHEARWATER RCS,2024-12-04,NA,NA,NA,NA,NA,NA,ns
SHEARWATER RCS,2024-12-05,0,15.8,8.4,2.2,-4,20.8,ns
SHEARWATER RCS,2024-12-06,0,19.3,2.3,-1.3,-5,0,ns
SHEARWATER RCS,2024-12-07,0,23.1,-2.6,-5.1,-7.6,0,ns
SHEARWATER RCS,2024-12-08,0,19.9,6.4,-1.9,-10.3,10.5,ns
SHEARWATER RCS,2024-12-09,0,18.6,2.4,-0.6,-3.6,0,ns
SHEARWATER RCS,2024-12-10,0,16.5,6.5,1.5,-3.5,9.3,ns
SHEARWATER RCS,2024-12-11,0,9,12.4,9,5.7,3,ns
SHEARWATER RCS,2024-12-12,0,10.2,12.2,7.8,3.5,3.2,ns
SHEARWATER RCS,2024-12-13,0,17.7,4.4,0.3,-3.7,0,ns
SHEARWATER RCS,2024-12-14,0,20.6,1.1,-2.6,-6.2,0,ns
SHEARWATER RCS,2024-12-15,0,21.3,1.9,-3.3,-8.5,0,ns
SHEARWATER RCS,2024-12-16,0,18.9,3.9,-0.9,-5.8,0,ns
SHEARWATER RCS,2024-12-17,0,14.6,10.1,3.4,-3.3,7.5,ns
SHEARWATER RCS,2024-12-18,0,13.4,8.2,4.6,1,0,ns
SHEARWATER RCS,2024-12-19,0,15.9,5.9,2.1,-1.7,8.8,ns
SHEARWATER RCS,2024-12-20,0,18.7,1.4,-0.7,-2.8,5,ns
SHEARWATER RCS,2024-12-21,0,20.7,0.1,-2.7,-5.5,9.3,ns
SHEARWATER RCS,2024-12-22,0,25.7,-5.3,-7.7,-10.2,0,ns
SHEARWATER RCS,2024-12-23,0,26.4,-5.5,-8.4,-11.3,0.2,ns
SHEARWATER RCS,2024-12-24,0,23.6,0.7,-5.6,-11.8,5.7,ns
SHEARWATER RCS,2024-12-25,0,18.6,0.7,-0.6,-1.9,1.9,ns
SHEARWATER RCS,2024-12-26,0,19.6,0.7,-1.6,-3.9,0,ns
SHEARWATER RCS,2024-12-27,0,19.9,2.8,-1.9,-6.5,0,ns
SHEARWATER RCS,2024-12-28,0,19.2,5.2,-1.2,-7.6,0,ns
SHEARWATER RCS,2024-12-29,0,17,4.9,1,-2.9,0.2,ns
SHEARWATER RCS,2024-12-30,0,12.4,9.1,5.6,2.2,18,ns
SHEARWATER RCS,2024-12-31,0,14.8,7.7,3.2,-1.3,0.9,ns
