station_name,date_time,cool_deg_days_c,heat_deg_days_c,max_temp_c,mean_temp_c,min_temp_c,total_precip_mm,region
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-01,0,10.6,12.1,7.4,2.6,13.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-02,0,16.2,4.4,1.8,-0.8,5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-03,0,14.2,10.1,3.8,-2.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-04,0,18.4,1.5,-0.4,-2.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-05,0,14.8,9.7,3.2,-3.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-06,0,14.5,11.9,3.5,-4.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-07,0,17.3,7.5,0.7,-6.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-08,0,13.1,11.7,4.9,-2,1.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-09,0,10.3,13.9,7.7,1.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-10,0,15.1,5.8,2.9,0,6.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-11,0,11.1,13.8,6.9,-0.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-12,0,12.6,12.3,5.4,-1.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-13,0,11.6,13.1,6.4,-0.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-14,0,12.9,13.5,5.1,-3.4,2.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-15,0,13.8,7,4.2,1.3,8.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-16,0,9.4,15.4,8.6,1.7,4.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-17,0,13.8,7.4,4.2,1,6.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-18,0,13.2,10.7,4.8,-1.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-19,0,13.8,9.7,4.2,-1.4,25.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-20,0,12.2,10.3,5.8,1.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-21,0,12.2,12.5,5.8,-0.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-22,0,9.1,14.8,8.9,3,0.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-23,0,14.3,8.5,3.7,-1.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-24,0,14.4,7.3,3.6,-0.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-25,0,12.1,10.9,5.9,0.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-26,0,10.1,15.7,7.9,0,0.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-27,0,11.6,7.4,6.4,5.4,16.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-28,0,14.6,5.5,3.4,1.2,3.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-29,0,16,3.5,2,0.5,11.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-04-30,0,16.4,2.8,1.6,0.3,5.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-01,0,15.6,3.9,2.4,0.9,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-02,0,12.9,11.7,5.1,-1.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-03,0,11.1,16.8,6.9,-3.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-04,0,9.1,15.1,8.9,2.7,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-05,0,10.6,12.5,7.4,2.2,2.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-06,0,14.3,7.8,3.7,-0.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-07,0,16.1,8.2,1.9,-4.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-08,0,13.9,12.2,4.1,-4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-09,0,11.7,16.1,6.3,-3.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-10,0,10.2,16.2,7.8,-0.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-11,0,6.8,22.6,11.2,-0.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-12,0.5,0,27.5,18.5,9.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-13,0.5,0,28.1,18.5,8.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-14,0,4.4,18.2,13.6,9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-15,0,6.5,14.3,11.5,8.6,0.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-16,0,3,20.6,15,9.3,2.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-17,0,3,20.1,15,9.8,9.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-18,0,9.2,13.7,8.8,3.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-19,0,7.8,16.9,10.2,3.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-20,0,4.8,20.8,13.2,5.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-21,0,3.2,22.9,14.8,6.7,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-22,3.4,0,29,21.4,13.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-23,0,6.4,19.4,11.6,3.7,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-24,0,8.9,15.8,9.1,2.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-25,NA,NA,NA,NA,NA,NA,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-26,NA,NA,NA,NA,NA,3.5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-27,0,5.1,16.9,12.9,8.8,16.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-28,0.4,0,24.2,18.4,12.6,3.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-29,0.2,0,25.8,18.2,10.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-30,0,3.2,22.9,14.8,6.6,6.1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-05-31,0,8.4,13.4,9.6,5.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-01,0,8.7,16.5,9.3,2.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-02,0,8.4,18.3,9.6,0.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-03,0,6.7,19,11.3,3.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-04,0,6.9,15.6,11.1,6.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-05,0,6,16.4,12,7.6,4.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-06,0,4.8,17.1,13.2,9.2,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-07,0,2.3,23.9,15.7,7.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-08,0,2.8,21.5,15.2,8.8,13.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-09,0,1.7,18.7,16.3,13.8,1.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-10,0,0.9,22.1,17.1,12.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-11,1.1,0,26.3,19.1,11.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-12,1.7,0,26.6,19.7,12.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-13,0,2.3,17.4,15.7,13.9,11.3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-14,0,4.9,14.8,13.1,11.4,13.7,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-15,0,1.2,22.4,16.8,11.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-16,0.2,0,26.5,18.2,9.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-17,0,1.7,19.2,16.3,13.4,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-18,0,0.5,23.7,17.5,11.2,4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-19,0,2,21.1,16,10.9,5.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-20,0,6.6,13.1,11.4,9.7,18.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-21,0,5.8,15,12.2,9.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-22,0,4.4,19.6,13.6,7.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-23,0,1.8,23.8,16.2,8.5,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-24,0.2,0,21.3,18.2,15,4.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-25,3.7,0,28.6,21.7,14.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-26,4.9,0,30.7,22.9,15,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-27,3.3,0,27.5,21.3,15,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-28,1.5,0,25.4,19.5,13.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-29,1,0,26.4,19,11.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-06-30,1,0,25.6,19,12.3,8.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-01,1.1,0,26.4,19.1,11.7,0.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-02,0.9,0,23,18.9,14.8,10.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-03,1.7,0,26.2,19.7,13.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-04,0,0.8,23.1,17.2,11.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-05,0.6,0,25.8,18.6,11.3,4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-06,0,4.1,17.9,13.9,9.8,12.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-07,0,1.3,23.4,16.7,9.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-08,0,0.8,22.1,17.2,12.3,5.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-09,0,1.8,22.6,16.2,9.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-10,0,1.6,24.1,16.4,8.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-11,1.5,0,27.6,19.5,11.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-12,2.9,0,27.3,20.9,14.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-13,3.1,0,28.5,21.1,13.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-14,0,0.8,23.5,17.2,10.9,7.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-15,1.5,0,24.8,19.5,14.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-16,2.6,0,27.8,20.6,13.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-17,3.7,0,28.5,21.7,14.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-18,5.5,0,31.5,23.5,15.4,2.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-19,3.4,0,25.9,21.4,16.8,12.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-20,3.1,0,26.9,21.1,15.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-21,4.5,0,32.6,22.5,12.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-22,7.1,0,30.6,25.1,19.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-23,6.5,0,31.9,24.5,17.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-24,6.8,0,33.4,24.8,16.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-25,6.8,0,29.4,24.8,20.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-26,4.6,0,27.9,22.6,17.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-27,3,0,27.9,21,14.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-28,2.9,0,28.1,20.9,13.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-29,4.1,0,27.7,22.1,16.4,9.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-30,3.2,0,27.2,21.2,15.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-07-31,4.2,0,28.7,22.2,15.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-01,3.8,0,27.1,21.8,16.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-02,2.1,0,24.2,20.1,15.9,0.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-03,3.9,0,28.3,21.9,15.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-04,5.3,0,32.1,23.3,14.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-05,5.5,0,29.6,23.5,17.4,1.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-06,6.1,0,30.6,24.1,17.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-07,8.7,0,33.7,26.7,19.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-08,0,0.5,20.3,17.5,14.6,9.9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-09,0,1.2,19.2,16.8,14.4,48.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-10,0.6,0,21.8,18.6,15.3,1.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-11,3,0,25.1,21,16.8,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-12,2,0,25,20,14.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-13,2.6,0,25.3,20.6,15.8,3,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-14,0,1.6,18.4,16.4,14.4,38.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-15,2.2,0,26.6,20.2,13.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-16,2.4,0,26.7,20.4,14.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-17,0.7,0,19.7,18.7,17.6,20.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-18,1.8,0,23.3,19.8,16.3,2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-19,2.2,0,24.6,20.2,15.8,0.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-20,5.4,0,30.5,23.4,16.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-21,5.3,0,30.8,23.3,15.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-22,3.8,0,28.3,21.8,15.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-23,1.1,0,20.8,19.1,17.4,5,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-24,2,0,23.5,20,16.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-25,2.7,0,27.4,20.7,14,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-26,NA,NA,NA,NA,NA,3.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-27,0,2,20.4,16,11.6,3.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-28,0,0.7,23.7,17.3,10.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-29,1.2,0,27,19.2,11.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-30,4.1,0,28.4,22.1,15.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-08-31,2.7,0,23.8,20.7,17.5,29.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-01,2.2,0,25.1,20.2,15.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-02,0,2.8,20.8,15.2,9.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-03,0,2.3,23.7,15.7,7.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-04,0,0.2,26.2,17.8,9.3,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-05,0,2.5,19.2,15.5,11.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-06,0,2.6,21.2,15.4,9.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-07,0,2.5,23.2,15.5,7.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-08,0,1.7,23.8,16.3,8.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-09,0,1,24.2,17,9.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-10,0,0.4,23.4,17.6,11.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-11,0.9,0,25.3,18.9,12.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-12,0.1,0,24.9,18.1,11.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-13,0.9,0,24.6,18.9,13.2,3.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-14,1.2,0,24.4,19.2,13.9,6.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-15,0,5.3,15.3,12.7,10.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-16,0,8.5,14,9.5,5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-17,0,5.9,18.7,12.1,5.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-18,0,7.7,16.4,10.3,4.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-19,0,7.7,17.7,10.3,2.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-20,0,7.6,12.8,10.4,7.9,13.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-21,NA,NA,NA,NA,NA,9.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-22,0,2.5,17.6,15.5,13.3,15.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-23,0,6.6,14.8,11.4,8,25,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-24,0,8.1,12.8,9.9,7,19.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-25,0,4.4,20.4,13.6,6.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-26,0,1.3,20.4,16.7,12.9,12.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-27,0,1.2,23.2,16.8,10.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-28,0,3.3,21,14.7,8.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-29,0,6.2,18.5,11.8,5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-09-30,0,7.9,17.4,10.1,2.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-01,0,5.5,18.2,12.5,6.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-02,0,12.8,10.6,5.2,-0.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-03,0,11.8,13.9,6.2,-1.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-04,0,9.2,18.2,8.8,-0.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-05,0,6.8,20.4,11.2,1.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-06,0,5,18.2,13,7.7,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-07,0,5.1,19.8,12.9,6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-08,0,10.4,14,7.6,1.2,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-09,0,12.6,12,5.4,-1.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-10,0,12.3,11.4,5.7,0,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-11,0,11.8,13.5,6.2,-1.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-12,0,7.5,17.9,10.5,3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-13,0,3.7,21.3,14.3,7.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-14,0,3.7,19.8,14.3,8.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-15,0,1.4,18,16.6,15.1,2.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-16,0,4.7,18.1,13.3,8.4,4.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-17,NA,NA,NA,NA,NA,0.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-18,0,3.9,18.9,14.1,9.3,3.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-19,NA,NA,NA,NA,NA,13.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-20,0,7.7,14.4,10.3,6.1,0.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-21,0,6.7,15.8,11.3,6.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-22,0,6.3,18.1,11.7,5.2,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-23,0,4.7,20.6,13.3,5.9,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-24,0,2.6,20.6,15.4,10.2,18.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-25,0,0.7,19.8,17.3,14.7,1.4,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-26,1.2,0,23.1,19.2,15.2,9,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-27,0,6,20.3,12,3.6,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-28,0,13.8,9.6,4.2,-1.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-29,0,12.6,13.3,5.4,-2.5,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-30,0,7.8,16.3,10.2,4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-10-31,0,7.8,17.1,10.2,3.3,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-01,0,4.2,17.5,13.8,10.1,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-02,NA,NA,NA,NA,NA,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-03,NA,NA,NA,NA,NA,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-04,NA,NA,NA,NA,NA,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-05,NA,NA,NA,NA,NA,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-06,0.9,0,23,18.9,14.8,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-07,NA,NA,NA,NA,NA,5.8,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-08,NA,NA,NA,NA,NA,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-09,0,15.9,5.5,2.1,-1.4,0,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-10,0,9.8,11.9,8.2,4.5,0.6,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-11,0,7.2,13.2,10.8,8.4,1,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-12,0,6.6,20,11.4,2.7,46,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-13,0,13,7.4,5,2.6,10.2,nb
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,2022-11-14,0,15.3,7.4,2.7,-2.1,3,nb
