id,sample,location,sample_date,sample_time,grab_mclr,passive_mclr,spe_mclr,hour,wday,week,month,year,temp_field,do_field,cond_field,ph_field,tds_field,al,p,fe,chloride,nitrate,sulfate,uv_254,turbidity,colour,doc,toc,tn,cyra,mcye_ndaf,sxta,total_cyano,max_temp_c,mean_temp_c,min_temp_c,temp_7d_mean,temp_3d_mean,temp_7d_avgmax,temp_3d_avgmax,total_precip_mm,precip_7d_sum,precip_3d_sum,ul_p,ul_al,ul_fe,lod_cyra,lod_mcye_ndaf,lod_sxta,lod_total_cyano,grab_mclr_lod,passive_mclr_lod,spe_mclr_lod,rdl_al,rdl_p,rdl_fe,rdl_chloride,rdl_nitrate,rdl_sulfate
NA,NA,Penhorn Lake,2022-07-26,00:00:00,0.2,0.05,NA,0,3,30,7,2022,25,4.14,597,7.54,387.6,11.80021224,11.80980753,44.06991878,327941.6,49.4,28245.1,0.076,5.57,30.5,3.2110000000000003,3.417,NA,0,0,0,30817.81899744552,25.9,20.4,14.8,20.9,20.9,26.214285714285715,26.166666666666668,5.9,6.1000000000000005,6.1000000000000005,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-08-02,00:00:00,0.2,0.05,NA,0,3,31,8,2022,23.9,4.04,610,7.21,647,8.216401756,7.45647523,22.99396746,312380.5,48.7,27320.5,0.073,2.27,21,3.411,3.398,NA,0,0,0,199.0039461240524,22.8,18.7,14.6,19.185714285714287,20,23.728571428571428,24.7,4,15.899999999999999,4,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-08-09,00:00:00,0.2,0.05,NA,0,3,32,8,2022,24.3,4.78,578,7.45,380.6,10.51247377,14.32520386,79.18354582,228540.1,27.6,12916.3,0.07050000000000001,3.375,18,3.2825,3.3355,NA,0,5.802197595017341,0,214241.58406258945,23.8,20.1,16.4,20.7,20.96666666666667,25.514285714285716,25.400000000000002,0,0.7,0,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-08-16,00:00:00,0.2,0.05,NA,0,3,33,8,2022,23.2,5.06,533,7.36,358.9,18.22770129,9.974475365,45.66368828,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.34090858888008,0,136654.14372438658,NA,NA,NA,19.84,20.2,23.48,24.8,NA,46,44.2,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-08-23,00:00:00,0.2,0.05,NA,0,3,34,8,2022,23,6.71,565,7.13,382.4,18.96816941,9.07278639,78.84136877,NA,NA,NA,0.071,3.17,4.5,3.0534999999999997,3.102,0.16820000000000002,0,0.5429154083006081,0,61829.89395114407,25.6,21.6,17.6,21.775,21.133333333333333,26.400000000000002,25.166666666666668,16.4,16.4,16.4,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-08-30,00:00:00,0.2,0.05,NA,0,3,35,8,2022,23.4,6.5,567,7.35,380.4,7.840395847,8.176039261,9.43243632,NA,NA,NA,NA,NA,NA,3.173,3.164,0.28455,0,89.0450954954815,0,168108.6110876862,NA,NA,NA,21.333333333333332,20.85,25.183333333333334,24.65,NA,1,1,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-09-06,00:00:00,0.2,0.05,NA,0,3,36,9,2022,21.4,5.29,544,7.24,379.8,7.000734613,19.05173816,16.82021536,137103.8,31.6,5481.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,17.8,13.6,18.84285714285714,17.966666666666665,23.5,22.5,1.5,2.4,1.5,NA,NA,NA,NA,NA,NA,NA,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-09-13,00:00:00,0.2,0.05,NA,0,3,37,9,2022,20.9,5.77,549,7.35,387.1,5.655730021,21.5685297,40.33832268,248875.1,52,10744.9,0.0675,2.565,6,3.4035,3.4364999999999997,0.18135,0,14.573771177977935,0,176476.8558573932,23.8,19.5,15.3,18.92857142857143,20.166666666666668,24.3,26,0,0,0,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-09-20,00:00:00,0.2,0.05,NA,0,3,38,9,2022,16.7,5.19,489.7,7.07,7.07,5.917794786,10.34181484,14.3191346,203657.7,85.1,7732.6,0.0125,0.271,8.5,3.272,3.29,0.2376,0,93.83248821729632,0,151064.52017337058,16.9,14,11.1,15.3,13.733333333333333,19.042857142857144,17.066666666666666,12.3,17.700000000000003,17.700000000000003,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-10-04,00:00:00,0.2,0.05,NA,0,3,40,10,2022,14.2,6.92,447.5,7.18,366.6,NA,NA,NA,NA,NA,NA,0.101,0.3824999999999999,9,NA,NA,NA,0,17.59838554378893,0,39582.69100586081,15.7,9.7,3.7,11.985714285714286,9.333333333333334,16.9,14.4,0,0.2,0,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-10-11,00:00:00,0.2,0.05,NA,0,3,41,10,2022,14,5.18,446.1,7.22,367.4,16.06316372,31.89740034,36.96663222,NA,NA,NA,0.081,2.6085000000000003,4.5,3.083,3.195,0.2705,0,57.55662301300263,0,45398.011693140055,15.5,11.2,6.9,12.185714285714285,9.766666666666666,16.4,14.799999999999999,0.2,53.900000000000006,0.4,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-10-18,00:00:00,0.2,0.05,NA,0,3,42,10,2022,15.8,6.91,463.2,7.33,365.1,8.158897827,15.99273853,24.70323675,NA,NA,NA,0.086,2.99,7,3.142,3.333,0.2725,0,19.764477482664123,0,13139.951758456516,18.8,16,13.1,14.485714285714286,15.133333333333333,18.2,18.900000000000002,0,0.7,0.7,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-10-25,00:00:00,0.2,0.05,NA,0,3,43,10,2022,15.5,5.54,456.5,7.29,362.4,9.603807871,10.26000104,33.11101416,NA,NA,NA,0.086,1.795,3,3.236,3.304,0.2834,0,108.13836827944702,0,25068.527622154736,17.2,15.8,14.3,13.385714285714286,13.966666666666667,17.114285714285714,17.066666666666666,0.2,31.400000000000002,6.300000000000001,NA,NA,NA,90,90,90,90,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-11-01,00:00:00,0.2,0.05,NA,0,3,44,11,2022,13.6,7.65,425.9,7.51,354.1,9.148179379,12.09446687,61.00771722,223901.1,217.4,9124.3,0.0795,2.6950000000000003,3,3.241,3.192,0.30315000000000003,NA,NA,NA,NA,15.1,12.9,10.6,11.585714285714285,11.966666666666667,16.857142857142858,17.5,2.7,34.4,2.7,NA,NA,NA,NA,NA,NA,NA,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Penhorn Lake,2022-11-08,00:00:00,0.2,0.05,NA,0,3,45,11,2022,11.5,8.47,403.5,7.52,353.4,16.44461666,31.89243329,95.49033494,NA,NA,NA,0.086,20.450000000000003,4,3.066,3.435,0.27390000000000003,0,52.195418690122736,0,9959.455026216963,10,6.7,3.3,12.414285714285715,12.633333333333333,17.014285714285712,16.4,0,1.8,1.8,NA,NA,NA,90,90,90,90,0.2,0.05,NA,2,5,2,12,10,9
tobmw-5,p_053023,Penhorn Lake,2023-05-30,10:10:00,0,NA,NA,10,3,22,5,2023,16.8,11.36,454.7,7.54,352,42.04041810231924,3.0080265456879984,36.58045961372438,549302.8086,51.7087,21544.0661,0.02433333333333333,1.361,2.6666666666666665,3.166,3.221,0.1285,0,0,0,0.5945250222841164,17.5,10,2.4,11.471428571428572,13.1,17.085714285714285,19.9,0,0,0,250,250,250,45,45,45,45,0.22114,NA,NA,2,5,2,12,10,9
prwky-36,p_060623,Penhorn Lake,2023-06-06,09:50:00,0,NA,NA,9,3,23,6,2023,15.1,7.7,561,8.04,364,155.1016791741785,11.883096009130936,316.0910997426293,226606.3059,70.4376,17724.8993480666,0.08433333333333333,10.13,10,3.451,3.545,0.1533,10.778875151093812,5.29265485558541,0,36662.776717284185,13.2,10.8,8.3,12.957142857142857,9.866666666666667,17.285714285714285,11.866666666666667,4.7,105.2,74.5,250,250,1000,12,12,12,12,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
jxrik-73,p_061323,Penhorn Lake,2023-06-13,00:00:00,0,NA,NA,0,3,24,6,2023,20.4,7.8,490.7,7.34,350.9,80.57385324658793,10.457770968459018,88.02011465385695,NA,NA,NA,0.07533333333333335,2.454,12.666666666666666,3.441,3.415,0.1376,0,0,0,NA,23,17.3,11.7,14.614285714285714,18.266666666666666,19.114285714285714,24.9,0,2.8000000000000003,0.2,250,250,250,18,18,18,18,0.22114,NA,NA,2,5,2,NA,NA,NA
ujham-105,p_062023,Penhorn Lake,2023-06-20,10:06:00,0,NA,NA,10,3,25,6,2023,16.9,6.65,443.2,7.41,340.6,54.01818906209292,20.620789510908576,101.6339902394952,NA,NA,NA,0.08466666666666667,3.6326666666666663,16.333333333333332,3.595,3.492,0.1458,0,0,0,16765.28606216637,18.5,13.5,8.4,13,12.533333333333333,16.1,15.6,0,44.400000000000006,10.2,250,1000,1000,18,18,18,18,0.22114,NA,NA,2,5,2,NA,NA,NA
gdqru-125,p_062723,Penhorn Lake,2023-06-27,10:29:00,0,NA,NA,10,3,26,6,2023,20.1,5.7,470.3,7.32,337.2,23.69771752193339,14.580293698913978,37.247069005654055,134448.5908,52.1213,8333.2674,0.07033333333333333,2.3513333333333333,16.333333333333332,3.59,3.434,0.1321,0,0,0,30598.757045921306,17.1,14.2,11.3,17.257142857142856,16.266666666666666,22.67142857142857,20.4,4.5,12.7,12,250,625,625,9,9,9,9,0.22114,NA,NA,2,5,2,12,10,9
hubay-150,p_070423,Penhorn Lake,2023-07-04,10:17:00,0,NA,NA,10,3,27,7,2023,20.1,6.38,471.9,7.31,338.6,79.66907012665807,13.877901755613935,409.0433443532852,NA,NA,NA,0.138,3.5120000000000005,9,NA,3.609,0.1448,0,9.076589958294024,0,25495.155644541257,24.8,20.3,15.8,17.15714285714286,18.033333333333335,19.2,20.53333333333333,0.4,43.800000000000004,11.2,250,1000,1000,3.6,3.6,3.6,3.6,0.22114,NA,NA,2,5,2,NA,NA,NA
mgusf-169,p_071123,Penhorn Lake,2023-07-11,09:44:00,0,0,NA,9,3,28,7,2023,23.1,6.68,561,7.44,377.7,22.78194525662103,10.609447768620278,60.74485669083365,NA,NA,NA,0.08466666666666667,1.687,7,3.506,3.639,0.1508,7.365413513575343,0,0,38308.18525456208,18.4,17.2,16,20.585714285714285,19.166666666666668,24.9,21.766666666666666,17.4,31.4,17.4,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,NA,2,5,2,NA,NA,NA
ltsay-191,p_071823,Penhorn Lake,2023-07-18,09:35:00,0,0,NA,9,3,29,7,2023,24.9,5.97,503,7.2,327.8,11.8345603116294,7.47606382489932,31.840456320556605,180078.5377,32.8139,13448.8376,0.08800000000000001,1.5136666666666665,16.333333333333332,3.893,3.895,0.1458,0,7.467022255645071,0,43646.14320269955,27,23.3,19.6,21.985714285714288,22.6,26.085714285714285,26.099999999999998,0.7,2.9000000000000004,2.0999999999999996,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
oxrhm-226,p_072523,Penhorn Lake,2023-07-25,09:46:00,0,0,NA,9,3,30,7,2023,25.8,5.2,474.9,7.21,304,110.72152381884264,9.5684447879208,147.73204896964793,142218.965,89.2843,8956.591399999998,0.106,6.993333333333333,14,3.711,3.75,0.1669,0,0.39633739081020086,0,30789.99285751798,27.6,22.7,17.8,21.8,23,24.814285714285713,27.2,0.2,105.80000000000001,0.4,250,1000,1000,6,6,6,6,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
pqtke-271,p_080123,Penhorn Lake,2023-08-01,00:00:00,0,0,NA,0,3,31,8,2023,25.2,5.37,421.1,7.42,272.7,142.725360082794,8.357200150408572,140.56288694516397,160848.8922,72.0506,51781.0341,0.10866666666666668,3.9796666666666662,7.333333333333333,3.964,3.686,0.1523,0,14.70224931504746,0,34543.16132068854,25,19.3,13.6,21.314285714285717,19.46666666666667,26.228571428571428,24.733333333333334,0,9.799999999999999,9.1,250,1000,1000,4.5,4.5,4.5,4.5,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
tcgep-318,p_080823,Penhorn Lake,2023-08-08,09:58:00,0,0,NA,9,3,32,8,2023,23.1,6.33,414,7.15,278.6,171.1106769346071,16.39186388788476,266.24963085732406,NA,NA,NA,0.11,8.299333333333335,11.666666666666666,3.711,3.902,0.2098,0,1.5869011071347126,0,16995.66261146273,22.6,18.9,15.1,18.571428571428573,19.566666666666666,23.228571428571428,23.96666666666667,0,120.6,0,250,1000,1000,6,6,6,6,0.22114,0.00631578947368421,NA,2,5,2,NA,NA,NA
jqnvo-356,p_081523,Penhorn Lake,2023-08-15,09:44:00,0,NA,NA,9,3,33,8,2023,23,5.94,403.4,7.5,272.3,142.5150891662665,7.281542212005549,163.99208060311761,177561.60982089324,137.50336321383188,9714.959690612352,0.11,6.144666666666667,9.666666666666666,3.589,3.439,0.1505,0,26.1262258802092,0,55231.519056021534,21.6,19.1,16.7,19.814285714285713,19.933333333333334,23.485714285714284,23.7,0,51.699999999999996,27.8,250,1000,1000,2.769230769230769,2.769230769230769,2.769230769230769,2.769230769230769,0.22114,NA,NA,2,5,2,12,10,9
tgdel-370,p_082223,Penhorn Lake,2023-08-22,09:52:00,0,0,NA,9,3,34,8,2023,21.9,7.19,327.8,NA,226,95.54399276857156,8.872086445725616,224.4536331533633,NA,NA,NA,0.11166666666666668,7.395,14.333333333333334,3.695,3.613,0.2137,75.34870651336229,13.362736070370833,0.9876351113399126,27877.289281205885,24.6,19.5,14.3,19.742857142857144,19.233333333333334,22.728571428571428,22.8,0,38.00000000000001,1.7,250,1000,1000,4.5,4.5,4.5,4.5,0.22114,0.00631578947368421,NA,2,5,2,NA,NA,NA
mkefl-423,p_082923,Penhorn Lake,2023-08-29,09:50:00,0,0,NA,9,3,35,8,2023,21.4,6.63,389.5,6.19,271.3,39.906410341969206,5.743922104393218,69.18986043872155,141379.3105,67.3576,11630.0777,0.108,2.7633333333333336,6.666666666666667,3.873,6.67,0.35609999999999997,51.7693118287497,35.12933188180126,0,52067.66625073664,21.6,17.9,14.1,18.47142857142857,18.733333333333334,22.542857142857144,23.033333333333335,0,46.9,15.5,250,1000,1000,3.6,3.6,3.6,3.6,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
neuju-437,p_090523,Penhorn Lake,2023-09-05,10:22:00,0,0.02136731789473684,NA,10,3,36,9,2023,21.4,8.16,382.5,7.1,266.9,81.44434887044636,15.223621355000557,475.7820610388034,NA,NA,NA,NA,7.3066666666666675,NA,NA,4.1259999999999994,0.1826,41.40327238789479,18.000254394202177,0,51649.48255694126,26.5,21.7,17,17.857142857142858,18.8,22.457142857142856,23.066666666666666,0,38.6,0.4,250,1000,1000,3.6,3.6,3.6,3.6,0.22114,0.00631578947368421,NA,2,5,2,NA,NA,NA
rwrat-602,p_091223,Penhorn Lake,2023-09-12,10:47:00,NA,0,NA,10,3,37,9,2023,23.8,6.24,413.5,7.43,274.9,NA,NA,NA,NA,NA,NA,0.10166666666666668,1.643333333333333,14,3.779,3.871,0.16440000000000002,0,30.61930924344587,0,39378.71891641126,NA,NA,NA,21.583333333333336,21.950000000000003,24.8,24.85,NA,3.3,1.3,NA,NA,NA,2,2,2,2,0.22114,0.00631578947368421,NA,NA,NA,NA,NA,NA,NA
tajgq-632,p_091923,Penhorn Lake,2023-09-19,10:11:00,NA,0,NA,10,3,38,9,2023,19.2,5.4,351.6,7.23,256.9,NA,NA,NA,NA,NA,NA,0.16,3.82,43,4.7,4.989000000000001,0.2237,0,15.8046521276377,0,86260.97621426122,20,17.9,15.7,18.78333333333333,17.766666666666666,21.433333333333334,21.366666666666667,23.5,84.69999999999999,24,NA,NA,NA,6,6,6,6,0.22114,0.00631578947368421,NA,NA,NA,NA,NA,NA,NA
ggqvr-664,p_092623,Penhorn Lake,2023-09-26,09:35:00,0,0,NA,9,3,39,9,2023,17.2,5.05,307.6,7.42,234.8,40.01532101819824,6.737111068939192,104.35384717347544,91094.23588082928,71.86419813184071,4933.602709100809,0.139,3.1300000000000003,3.6666666666666665,3.668,3.774,0.1818,0,73.06731978622545,0,46088.66705612426,18.4,12.2,5.9,13.942857142857143,13.766666666666666,18.84285714285714,19.1,0,0,0,250,1000,1000,1.8,1.8,1.8,1.8,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
ewobp-695,p_100323,Penhorn Lake,2023-10-03,10:11:00,0,0,NA,10,3,40,10,2023,17.7,5.35,NA,7.34,278.8,33.1277451151163,26.588301173431272,105.92814509548607,167011.95924595406,5.924682334499199,7395.252113394075,0.13466666666666668,11.433333333333332,3,3.695,3.861,0.1952,0,115.92163214772326,0,205348.9799223808,25.9,17.7,9.6,14.814285714285715,16.03333333333333,20.542857142857144,22.4,0,0.2,0,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
nfkij-726,p_101023,Penhorn Lake,2023-10-10,10:00:00,0,0,NA,10,3,41,10,2023,17.1,5.92,367.2,7.43,280.9,283.4581555228738,21.25664013416309,892.7419080414553,186222.07946847985,55.90018964684618,8770.177137012804,0.10233333333333332,3.423666666666667,10.666666666666666,3.745,3.854999999999999,0.1888,0,73.88525207058723,0,118155.8979392554,18.1,12.7,7.3,14.871428571428572,13.2,18.742857142857144,18.433333333333334,0.5,25.5,25.5,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
ooefg-763,p_101723,Penhorn Lake,2023-10-17,09:32:00,0,0,NA,9,3,42,10,2023,14.3,6.8,335.5,7.3,273.7,14.949440879603532,10.547836374141546,140.27737816789613,229420.8192097384,34.138906404920675,11344.489755784023,0.09633333333333334,2.3266666666666667,9.666666666666666,3.704,3.61,0.1939,0,0.1428842799517065,0,63085.234812073606,11.5,8.4,5.4,11.785714285714286,10.533333333333333,15.114285714285714,13.433333333333334,1.1,23.200000000000003,11.299999999999999,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
smeop-805,p_102423,Penhorn Lake,2023-10-24,09:28:00,NA,0,NA,9,3,43,10,2023,12.7,6.85,319.1,7.47,271.2,24.090600923838803,15.337232260362825,276.2698343661612,165603.36164359562,281.32582030644,8359.386985286985,0.134,3.0333333333333337,10.666666666666666,3.881,3.814999999999999,0.2088,0,4.918591928473581,0,110144.26891243237,13.1,7.1,1.2,10.67142857142857,8.7,14.957142857142857,13.266666666666667,0.2,26.9,2.2,5125,1000,5500,1.8,1.8,1.8,1.8,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
wllyz-827,p_103123,Penhorn Lake,2023-10-31,09:11:00,0,NA,NA,9,3,44,10,2023,11,7.35,314,7.76,278.2,191.38053768186768,45.77450765521048,2240.015512932139,200433.6919465049,120.24239618425972,10666.197457131182,0.112,6.57,14.333333333333334,3.718,3.864,0.21420000000000003,0,0,0,0,7.9,4.4,0.9,10.842857142857143,5.433333333333334,13.957142857142857,8.4,0,19.8,19.8,5125,1000,5500,1.8,1.8,1.8,1.8,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
leqqs-849,p_110723,Penhorn Lake,2023-11-07,09:20:00,0,0,NA,9,3,45,11,2023,8.8,8.6,304.1,6.49,286.1,47.7220588217732,16.13278129392886,416.8273401373016,245439.51603243465,178.71500001682676,13935.793959051583,0.07433333333333332,2.6,11.666666666666666,3.803,3.911,0.2217,0,0.1767776393845885,0,51417.639749404065,12.8,7.6,2.4,5.357142857142857,6.166666666666667,9.028571428571428,10.633333333333333,3.8,10.9,3.8,250,1000,1000,3.6,3.6,3.6,3.6,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
bwerh-863,p_111423,Penhorn Lake,2023-11-14,09:20:00,0,0,NA,9,3,46,11,2023,6.5,9.86,288.5,7.57,289.9,15.25489111948876,77.18587277547239,160.64545619752926,135492.35896934223,1533.7175852125602,16307.827679838369,0.13,1.1233333333333333,10,3.854999999999999,3.87,0.31,0,988.0086634948854,0,69202.12474270744,5.4,2.8,0.2,4.057142857142857,2.3666666666666667,7.6571428571428575,5.566666666666667,0,1.5,0,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
hksuh-882,p_112123,Penhorn Lake,2023-11-21,09:45:00,0,0,NA,9,3,47,11,2023,1.3,12.6,217.2,7.34,258,NA,NA,NA,195026.58992480356,202.13016700258237,11085.716219658334,0.106,2.796666666666667,13.666666666666666,3.756,3.76,0.28450000000000003,0,0,0,31351.764499674937,3.7,0.4,-2.8,4.1000000000000005,1.5666666666666669,8.257142857142856,4.9,0,40.5,0.5,NA,NA,NA,2.25,2.25,2.25,2.25,0.22114,0.00631578947368421,NA,NA,NA,NA,12,10,9
cyjid-1033,NA,Penhorn Lake,2024-05-14,09:45:00,0,NA,NA,9,3,20,5,2024,13.45,10.82,493.3,7.89,NA,NA,NA,NA,160284.8,468.9074,38333.4935,0.084,1.1466666666666667,2.6666666666666665,2.68,3.017,0.2088,NA,NA,NA,NA,22.4,12.2,1.9,8.342857142857143,9.066666666666666,12.457142857142857,15,0,14.7,0,NA,NA,NA,NA,NA,NA,NA,0.22114,NA,NA,NA,NA,NA,12,10,9
whcoq-1042,NA,Penhorn Lake,2024-05-21,09:15:00,0,NA,NA,9,3,21,5,2024,15.31,10.81,407.8,8.19,325.2,NA,NA,NA,138394.80000000002,282.8786,32671.4419,0.064,1.4400000000000002,6.666666666666667,2.8389999999999995,3.067,0.17320000000000002,NA,NA,NA,NA,17,11.6,6.1,10.457142857142857,9.733333333333333,14.342857142857143,13.533333333333333,NA,3.4,3.1999999999999997,NA,NA,NA,NA,NA,NA,NA,0.22114,0.00631578947368421,NA,NA,NA,NA,12,10,9
wrcna-1075,NA,Penhorn Lake,2024-05-28,00:04:00,0,NA,NA,0,3,22,5,2024,17.73,9.78,432,8.04,325.9,NA,NA,NA,136034.8,152.0413,29173.1983,0.07566666666666666,0.8486666666666666,6.333333333333333,2.86,2.748,0.17290000000000005,NA,NA,NA,NA,13.8,11.7,9.6,14.257142857142858,11.433333333333334,18.442857142857143,14.066666666666666,28.1,34.7,29,NA,NA,NA,NA,NA,NA,NA,0.22114,NA,NA,NA,NA,NA,12,10,9
sgjfl-1109,NA,Penhorn Lake,2024-06-04,10:12:00,0,0,NA,10,3,23,6,2024,17.1,9.97,420.4,8.05,32.8,31.55910232500858,8.214937143560356,81.70130475376368,133762.2,96.7323,29118.8113,0.07333333333333332,1.2333333333333334,6.666666666666667,2.748,2.705,0.1808,NA,NA,NA,NA,23.2,17.4,11.6,13.9,14.2,18.428571428571427,18.166666666666668,0,5,1.5,1000,1000,1000,NA,NA,NA,NA,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
opudo-1133,NA,Penhorn Lake,2024-06-11,09:30:00,0,0,NA,9,3,24,6,2024,19.5,9.8,444.1,8.03,322.6,10.325728275289435,5.198224999415348,23.397132751669243,132666.30000000002,51.3017,1291.518,0.06733333333333334,0.8703333333333333,4.666666666666667,2.961,3.259,0.2273,NA,NA,NA,NA,20.2,15.6,11,15.385714285714286,16.1,19.5,20.7,0,4.8,4.3,1000,1000,1000,NA,NA,NA,NA,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
wyzfj-1162,NA,Penhorn Lake,2024-06-18,09:26:00,0,0,NA,9,3,25,6,2024,20.4,9.43,456,8.08,325.3,19.11380450693072,11.67081315989329,50.71540013599613,136883,91.5045,33950.4885,0.07366666666666666,1.0656666666666668,8,3.2119999999999997,3.1319999999999997,0.1808,NA,NA,NA,NA,21.9,16.9,11.9,15.814285714285713,16.166666666666664,20.557142857142857,21.933333333333334,0,35.3,0,1000,1000,1000,NA,NA,NA,NA,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
cmbwg-1197,NA,Penhorn Lake,2024-06-25,09:33:00,0,0,NA,9,3,26,6,2024,21.1,8.62,467.2,7.73,327.7,NA,NA,NA,139423,83.139,34190.7326,0.076,2.1266666666666665,7.333333333333333,3.043,3.038,0.15140000000000003,NA,NA,NA,NA,19.2,15.9,12.5,19.142857142857142,15.866666666666667,23.82857142857143,18.533333333333335,1.7,24.4,24.4,NA,NA,NA,NA,NA,NA,NA,0.22114,0.00631578947368421,NA,NA,NA,NA,12,10,9
uisls-1220,NA,Penhorn Lake,2024-07-02,09:34:00,0,0,NA,9,3,27,7,2024,20.4,8.5,457.7,7.6,325.9,NA,NA,NA,132858.5,22657.2751,38692.0474,0.07633333333333332,1.2000000000000002,7.333333333333333,NA,NA,NA,NA,NA,NA,NA,26.3,19.6,12.9,16.62857142857143,17.233333333333334,21.34285714285714,21.533333333333335,0.2,20.099999999999998,17.099999999999998,NA,NA,NA,NA,NA,NA,NA,0.22114,0.00631578947368421,NA,NA,NA,NA,12,10,9
mubdz-1253,NA,Penhorn Lake,2024-07-09,09:50:00,0,0.01134088421052631,NA,9,3,28,7,2024,23.7,8.35,489.1,7.66,326.1,16.15122764607753,9.27142284923886,47.278675582699584,237671.8,135.8578,36735.0901,0.074,0.899,5.666666666666667,NA,NA,NA,NA,NA,NA,NA,25.1,20.6,16.1,17.685714285714287,20.2,21.314285714285713,24.233333333333334,0,18.5,3.4,250,1000,1000,NA,NA,NA,NA,0.22114,0.00631578947368421,NA,2,5,2,12,10,9
fnddg-1290,NA,Penhorn Lake,2024-07-16,09:36:00,0,NA,NA,9,3,29,7,2024,25.7,8.18,515,7.66,329.9,NA,NA,NA,138412.5,76.0879,23093.4688,0.07333333333333332,0.971,6.333333333333333,3.5389999999999997,3.53,0.1846,NA,NA,NA,NA,20.8,18,15.2,21.67142857142857,21.233333333333334,26.67142857142857,26.400000000000002,1.1,2.9000000000000004,1.1,NA,NA,NA,NA,NA,NA,NA,0.22114,NA,NA,NA,NA,NA,12,10,9
bswuc-1342,NA,Penhorn Lake,2024-07-23,09:25:00,0,NA,NA,9,3,30,7,2024,24.4,6.87,530,7.85,348.2,8.114177488232102,5.225459454085406,43.51662844636039,NA,23.9843,33368.6196,0.07066666666666667,1.1466666666666667,5.666666666666667,2.633,2.563,0.1613,NA,NA,NA,NA,19.1,16,13,19.571428571428573,18.466666666666665,24.67142857142857,23.033333333333335,0.9,1.3,1.3,250,1000,1000,NA,NA,NA,NA,0.22114,NA,NA,2,5,2,12,10,9
mnobc-1371,NA,Penhorn Lake,2024-07-31,09:43:00,0,NA,NA,9,4,31,7,2024,24.1,8.54,502,7.74,332.2,10.89855903235128,9.013853194011682,63.95660738127295,NA,33.6331,26166.4144,0.07033333333333334,1.1833333333333331,4.666666666666667,2.998,3.054,0.1893,NA,NA,NA,NA,26.5,21.1,15.6,19.314285714285713,19.666666666666668,23.9,23.7,0,20,4.9,250,1000,1000,NA,NA,NA,NA,0.22114,NA,NA,2,5,2,12,10,9
