id,sample,location,sample_date,sample_time,grab_mclr,passive_mclr,spe_mclr,hour,wday,week,month,year,temp_field,do_field,cond_field,ph_field,tds_field,al,p,fe,chloride,nitrate,sulfate,uv_254,turbidity,colour,doc,toc,tn,cyra,mcye_ndaf,sxta,total_cyano,max_temp_c,mean_temp_c,min_temp_c,temp_7d_mean,temp_3d_mean,temp_7d_avgmax,temp_3d_avgmax,total_precip_mm,precip_7d_sum,precip_3d_sum,ul_p,ul_al,ul_fe,lod_cyra,lod_mcye_ndaf,lod_sxta,lod_total_cyano,grab_mclr_lod,passive_mclr_lod,spe_mclr_lod,rdl_al,rdl_p,rdl_fe,rdl_chloride,rdl_nitrate,rdl_sulfate
NA,NA,Lake Fletcher,2022-08-17,00:00:00,0.2,0.361136842,NA,0,4,33,8,2022,NA,NA,NA,NA,NA,10.54921864,3.831531613,29.46066735,NA,NA,NA,NA,NA,NA,3.521,3.459,NA,0,5314.598114677804,0,280859.8255297297,NA,NA,NA,20.125,NA,24,NA,NA,46,0,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-08-23,00:00:00,0.3178,0.128336842,NA,0,3,34,8,2022,NA,NA,NA,NA,NA,9.813128191,4.768941909,27.72024015,67212.7,112.1,6987.8,0.099,0.466,9.5,3.333,3.159,0.13571,0,5728.562761199698,0,82113.76781595919,25.6,21.6,17.6,21.775,21.133333333333333,26.400000000000002,25.166666666666668,16.4,16.4,16.4,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-08-29,00:00:00,0.2,0.154778947,NA,0,2,35,8,2022,NA,NA,NA,NA,NA,9.515161969,6.023846666,27.21729239,NA,NA,NA,0.091,0.6335,9.5,3.269,NA,0.1419,0,11871.239447429982,0.6239246091347052,403512.1610273856,26.2,22.2,18.2,21.37142857142857,21.233333333333334,25.242857142857144,25.366666666666667,1,17.4,1,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-09-06,00:00:00,0.2,0.392547368,NA,0,3,36,9,2022,NA,NA,NA,NA,NA,10.92198674,8.214155016,96.13858038,57731,208.7,7398.7,0.086,1.385,7.5,4.287,3.642,0.20005,0,8229.360710478903,0,190582.69787670943,22.1,17.8,13.6,18.84285714285714,17.966666666666665,23.5,22.5,1.5,2.4,1.5,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-09-13,00:00:00,0.3195,0.262547368,NA,0,3,37,9,2022,NA,NA,NA,NA,NA,9.289043772,7.484221122,39.42368821,NA,NA,NA,0.0905,0.9995,7,3.209,3.15,0.163,0,2434.7620219698188,0,128417.3114699636,23.8,19.5,15.3,18.92857142857143,20.166666666666668,24.3,26,0,0,0,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-09-20,00:00:00,0.2808,0.393115789,NA,0,3,38,9,2022,NA,NA,NA,NA,NA,10.3292063,12.81863358,35.93565759,NA,NA,NA,0.01049999999999999,0.742,8,3.1275,3.131,0.1323,0,112.02264332342624,0,266656.73807228723,16.9,14,11.1,15.3,13.733333333333333,19.042857142857144,17.066666666666666,12.3,17.700000000000003,17.700000000000003,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-09-27,00:00:00,0.2,0.233747368,NA,0,3,39,9,2022,NA,NA,NA,NA,NA,23.29148697,5.804364333,10.09315905,NA,NA,NA,0.0925,0.022,9,3.007,3.075,0.1764,0,99.7375392152628,0,78103.33414994572,18.3,16.5,14.8,15.685714285714285,16.233333333333334,18.42857142857143,18.933333333333334,28.9,122.79999999999998,48.2,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-10-04,00:00:00,0.2,0.091578947,NA,0,3,40,10,2022,NA,NA,NA,NA,NA,18.13031832,7.743696384,43.35013873,NA,NA,NA,0.019,0.4,8,NA,NA,NA,0,2.2417809362190875,0,63443.22220083606,15.7,9.7,3.7,11.985714285714286,9.333333333333334,16.9,14.4,0,0.2,0,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-10-11,00:00:00,0.2,0.05,NA,0,3,41,10,2022,NA,NA,NA,NA,NA,7.152720532,2.82442211,18.59139226,NA,NA,NA,0.1195,0.31799999999999995,9,3.333,3.443,0.15489999999999998,NA,NA,NA,NA,15.5,11.2,6.9,12.185714285714285,9.766666666666666,16.4,14.799999999999999,0.2,53.900000000000006,0.4,NA,NA,NA,NA,NA,NA,NA,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-10-18,00:00:00,0.2,0.05,NA,0,3,42,10,2022,NA,NA,NA,NA,NA,13.52757884,5.717018487,58.96437149,NA,NA,NA,0.1245,0.375,13,3.476,3.633,0.1836,0,0,0,41637.49208926819,18.8,16,13.1,14.485714285714286,15.133333333333333,18.2,18.900000000000002,0,0.7,0.7,NA,NA,NA,45,45,45,45,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-10-25,00:00:00,0.2,0.05,NA,0,3,43,10,2022,NA,NA,NA,NA,NA,8.386809405,3.607822983,211.4682943,63937.5,477.5,8013.8,0.1215,0.524,5,NA,3.294,0.1803,0,2.600718811582978,0,20645.43308324032,17.2,15.8,14.3,13.385714285714286,13.966666666666667,17.114285714285714,17.066666666666666,0.2,31.400000000000002,6.300000000000001,NA,NA,NA,90,90,90,90,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-11-01,00:00:00,0.2,0.05,NA,0,3,44,11,2022,NA,NA,NA,NA,NA,19.36067959,7.30436833,67.24872023,32096.9,212.2,4579.6,0.1435,1.465,9,3.819,3.874,0.1876,0,0.751198239023957,0,3462.199623090874,15.1,12.9,10.6,11.585714285714285,11.966666666666667,16.857142857142858,17.5,2.7,34.4,2.7,NA,NA,NA,90,90,90,90,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-11-08,00:00:00,0.2,0.05,NA,0,3,45,11,2022,NA,NA,NA,NA,NA,26.31037388,4.384462458,103.5722843,57907.1,362.8,7535.5,0.1405,1.157,7.5,3.47,3.818,0.1981,0,0,0,1364.8117959106714,10,6.7,3.3,12.414285714285715,12.633333333333333,17.014285714285712,16.4,0,1.8,1.8,NA,NA,NA,90,90,90,90,0.2,0.05,NA,2,5,2,12,10,9
NA,NA,Lake Fletcher,2022-11-16,00:00:00,NA,0.05,NA,0,4,46,11,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,7.1,-0.2,8.914285714285715,6.033333333333333,13.871428571428572,11.033333333333333,30.5,68.7,30.7,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
rgtld-11,col_053023,Lake Fletcher,2023-05-30,11:38:00,0,0,0.00274603873355263,11,3,22,5,2023,17.5,12.15,165,7.53,125.3,26.648098769002917,5.283990048845828,48.53053665814457,155284.5272,528.965,12472.9665,0.03466666666666666,1.0843333333333334,12,3.704,4.828,0.2202,0,0,0,7299.38009039821,17.5,10,2.4,11.471428571428572,13.1,17.085714285714285,19.9,0,0,0,250,250,250,45,45,45,45,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
isecn-38,col_060623,Lake Fletcher,2023-06-06,11:25:00,0,NA,0,11,3,23,6,2023,15.2,9.31,148,7.68,118.3,50.62757261945811,4.052655018949976,79.06970271203018,72248.02959999998,608.9705,12215.771376319975,0.12933333333333333,2.1,17.333333333333332,4.074,4.025,0.1701,0,0,1.6263162572894163,66822.51352538582,13.2,10.8,8.3,12.957142857142857,9.866666666666667,17.285714285714285,11.866666666666667,4.7,105.2,74.5,250,250,1000,9,9,9,9,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
pbdkj-77,col_061323,Lake Fletcher,2023-06-13,00:00:00,0,NA,0.00277767121710526,0,3,24,6,2023,18.9,7.7,197.5,7.22,145.3,80.3734978018699,18.81625461732359,130.95464111904943,118889.6195,646.4216,9970.508,0.15433333333333332,7.574000000000001,26.333333333333332,4.582,NA,NA,0,0,0,100610.05998922564,23,17.3,11.7,14.614285714285714,18.266666666666666,19.114285714285714,24.9,0,2.8000000000000003,0.2,250,250,250,18,18,18,18,0.22114,NA,0.00533827242598684,2,5,2,12,10,9
jgxia-109,col_062023,Lake Fletcher,2023-06-20,11:34:00,0,NA,0,11,3,25,6,2023,17.4,7.82,153.5,7.28,116.6,42.04051608769401,16.62470226922306,81.30918672349502,NA,NA,NA,0.1673333333333333,1.5126666666666668,27.333333333333332,4.583,4.69,0.225,0,0,0,198105.5453391508,18.5,13.5,8.4,13,12.533333333333333,16.1,15.6,0,44.400000000000006,10.2,250,1000,1000,18,18,18,18,0.22114,NA,0.00533827242598684,2,5,2,NA,NA,NA
chwxf-130,col_062723,Lake Fletcher,2023-06-27,12:08:00,0,0,0,12,3,26,6,2023,20.7,8.12,163.5,7.16,115.8,38.695917010801125,23.07706168172017,87.4513858788627,55649.7841,314.9384,9971.0912,0.1456666666666667,2.7146666666666666,28.333333333333332,4.207,3.975,0.1856,0,5.747755856654689,0,113644.36777809304,17.1,14.2,11.3,17.257142857142856,16.266666666666666,22.67142857142857,20.4,4.5,12.7,12,250,1000,1000,10.588235294117649,10.588235294117649,10.588235294117649,10.588235294117649,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
gvjht-154,col_070423,Lake Fletcher,2023-07-04,11:30:00,0,NA,NA,11,3,27,7,2023,20.5,6.19,150.7,7.22,107.2,119.34068700207273,17.288624203262565,184.63185601482272,NA,NA,NA,0.15666666666666665,2.6053333333333337,28,4.563,4.84,0.2327,0,0,0,0,24.8,20.3,15.8,17.15714285714286,18.033333333333335,19.2,20.53333333333333,0.4,43.800000000000004,11.2,250,1000,1000,3.6,3.6,3.6,3.6,0.22114,NA,NA,2,5,2,NA,NA,NA
adqzy-173,col_071123,Lake Fletcher,2023-07-11,10:45:00,0,0.01204086,0.00222446110197368,10,3,28,7,2023,23.5,7.27,158.8,7.32,106,68.6104583418537,19.633570114042104,195.17062806380375,NA,NA,NA,0.21833333333333335,2.0836666666666668,41.666666666666664,4.871,5.17,0.2052,1.181833105318712,28.605656504233274,0,87170.18703880627,18.4,17.2,16,20.585714285714285,19.166666666666668,24.9,21.766666666666666,17.4,31.4,17.4,250,1000,1000,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,NA,NA,NA
tuagc-199,col_071823,Lake Fletcher,2023-07-18,10:30:00,0,0,0.01030181600328947,10,3,29,7,2023,24.5,5.34,156.3,6.95,102.9,62.72665848512049,8.275517898822097,161.35828374773905,46672.3929,375.4721,9178.3053,0.229,1.290333333333333,35,5.207,5.234,0.1922,0,344.97375273719763,0,57889.46690824315,27,23.3,19.6,21.985714285714288,22.6,26.085714285714285,26.099999999999998,0.7,2.9000000000000004,2.0999999999999996,250,1000,1000,2.769230769230769,2.769230769230769,2.769230769230769,2.769230769230769,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
grnef-230,col_072523,Lake Fletcher,2023-07-25,10:51:00,0,0.01397401894736842,0.00591789615131578,10,3,30,7,2023,24,5.2,118.2,7.23,78.3,163.6796429970266,7.854847198699245,208.45902372162817,31763.8572,480.6287,6574.2593,0.3233333333333333,8.443333333333333,57.666666666666664,6.457,6.599,0.2134,23.599462480300677,130.61219593013487,0,21006.50699706075,27.6,22.7,17.8,21.8,23,24.814285714285713,27.2,0.2,105.80000000000001,0.4,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
exfcb-265,col_080123,Lake Fletcher,2023-08-01,00:00:00,0,0.00677916736842105,3.918730592105263e-4,0,3,31,8,2023,24.8,5.14,154.7,7.16,100.9,66.30508054588732,8.308264449433775,139.94042368335616,43327.3503,300.4705,16328.0446,0.26733333333333337,1.273,38.333333333333336,5.782,5.986,0.232,8.916130010616337,284.1197537976993,0,11365.25808974356,25,19.3,13.6,21.314285714285717,19.46666666666667,26.228571428571428,24.733333333333334,0,9.799999999999999,9.1,250,1000,1000,2.25,2.25,2.25,2.25,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
wnoda-322,col_080823,Lake Fletcher,2023-08-08,11:10:00,0,0,0.0276189046875,11,3,32,8,2023,23.4,6.21,134.5,7.19,90.2,133.5140003035176,18.485170659805917,211.29630001184603,NA,NA,NA,0.3116666666666667,1.9026666666666667,53.333333333333336,6.639,6.551,0.1978,0,26.33520547902761,0,14503.366933313537,22.6,18.9,15.1,18.571428571428573,19.566666666666666,23.228571428571428,23.96666666666667,0,120.6,0,250,1000,1000,6.545454545454546,6.545454545454546,6.545454545454546,6.545454545454546,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,NA,NA,NA
exsgy-353,col_081523,Lake Fletcher,2023-08-15,10:47:00,0,NA,0.02344952450657895,10,3,33,8,2023,23.2,5.08,138.7,7.26,93.4,78.01673987561233,9.382183097168149,185.95477809566492,NA,NA,NA,0.289,0.974,48,6.115,5.982,0.1934,0,64.25743673071716,0,27310.0233963672,21.6,19.1,16.7,19.814285714285713,19.933333333333334,23.485714285714284,23.7,0,51.699999999999996,27.8,250,1000,1000,3,3,3,3,0.22114,NA,0.00533827242598684,2,5,2,NA,NA,NA
qklcv-374,col_082223,Lake Fletcher,2023-08-22,11:04:00,0,0,0.02947286184210526,11,3,34,8,2023,22.2,6.87,144.6,NA,99.2,72.12601347085084,7.079849737964248,175.1680392196012,NA,NA,NA,0.30433333333333334,1.005,49.333333333333336,6.369,6.06,0.2236,319.648761336225,9.913791349605225,0,3987.081971716753,24.6,19.5,14.3,19.742857142857144,19.233333333333334,22.728571428571428,22.8,0,38.00000000000001,1.7,250,1000,1000,3.6,3.6,3.6,3.6,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,NA,NA,NA
npiwx-417,col_082923,Lake Fletcher,2023-08-29,11:43:00,0.10523796,0.07030582315789474,0.05876664588815789,11,3,35,8,2023,22.4,7.36,140.5,6.72,96.2,58.94973880481256,10.266195343211011,203.31867266079368,39120.6456,376.6816,7893.4164,0.29066666666666663,2.39,48.666666666666664,6.6579999999999995,6.084,0.191,312.45014173337216,243.5648966657081,0,59973.50647887632,21.6,17.9,14.1,18.47142857142857,18.733333333333334,22.542857142857144,23.033333333333335,0,46.9,15.5,250,1000,1000,4.5,4.5,4.5,4.5,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
merme-446,col_090523,Lake Fletcher,2023-09-05,11:20:00,0,NA,NA,11,3,36,9,2023,21.4,7.31,124.2,7.11,86.7,62.72223756942992,9.366519171151385,179.235291633443,NA,NA,NA,NA,1.1233333333333333,NA,NA,7.06,0.32280000000000003,82.79238026669336,45.88680253570759,7.7977149551466,11453.762966520037,26.5,21.7,17,17.857142857142858,18.8,22.457142857142856,23.066666666666666,0,38.6,0.4,250,1000,1000,2,2,2,2,0.22114,0.00631578947368421,NA,2,5,2,NA,NA,NA
lodjv-582,col_091223_am,Lake Fletcher,2023-09-12,09:00:00,0.07526008223684211,NA,0.07526008223684211,9,3,37,9,2023,23.3,3.37,142.2,7.21,95.5,NA,NA,NA,NA,NA,NA,0.26566666666666666,0.8726666666666666,43.333333333333336,NA,6.3149999999999995,0.22350000000000003,0,9.971223706939208,0,5923.260289887217,NA,NA,NA,21.583333333333336,21.950000000000003,24.8,24.85,NA,3.3,1.3,NA,NA,NA,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,0.22114,0.00631578947368421,0.00533827242598684,NA,NA,NA,NA,NA,NA
bcloy-639,col_091923_am,Lake Fletcher,2023-09-19,08:51:00,0.05326348552631579,0.1618526315789474,0.05326348552631579,8,3,38,9,2023,20.2,6.84,120.5,7.08,86.1,NA,NA,NA,NA,NA,NA,0.306,3.1533333333333338,50,6.619999999999999,7.199,0.2757,0,7.467520126871355,0,23278.771820559952,20,17.9,15.7,18.78333333333333,17.766666666666666,21.433333333333334,21.366666666666667,23.5,84.69999999999999,24,NA,NA,NA,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,NA,NA,NA,NA,NA,NA
lglor-668,col_092623,Lake Fletcher,2023-09-26,10:34:00,NA,NA,NA,10,3,39,9,2023,17.9,5.97,127.3,7.38,95.8,65.82277809818932,7.659934088799312,215.54694386252547,25387.026161781927,232.46489932023812,4549.815223827203,0.27,1.2433333333333332,45,6.119999999999999,6.103,0.2118,0,21.85619092004397,0,26573.74080978435,18.4,12.2,5.9,13.942857142857143,13.766666666666666,18.84285714285714,19.1,0,0,0,250,1000,1000,1.8,1.8,1.8,1.8,0.22114,NA,NA,2,5,2,12,10,9
eagdl-699,col_100323,Lake Fletcher,2023-10-03,11:24:00,NA,NA,NA,11,3,40,10,2023,17.9,5.11,125.1,7.38,94,60.07496680593744,25.063118855047044,275.6449488253483,54573.135153433555,411.5015229782728,8390.47243201874,0.27,1.5266666666666666,37.333333333333336,6.111,6.371,0.34009999999999996,0,44.96400597150664,0,35560.18941333358,25.9,17.7,9.6,14.814285714285715,16.03333333333333,20.542857142857144,22.4,0,0.2,0,250,1000,1000,1.8,1.8,1.8,1.8,0.22114,NA,NA,2,5,2,12,10,9
szkku-734,col_101023,Lake Fletcher,2023-10-10,11:10:00,0,NA,0.03072149122807017,11,3,41,10,2023,17.5,6.88,127,7.44,96.6,49.69489025497794,7.688947884054387,202.31777740110596,55207.9852963178,502.3242676231149,8728.420144947002,0.255,1.1333333333333335,38,5.938000000000001,6.086,0.20490000000000003,0,31.78452004962213,0,77229.41362973326,18.1,12.7,7.3,14.871428571428572,13.2,18.742857142857144,18.433333333333334,0.5,25.5,25.5,250,1000,1000,2,2,2,2,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
ejrhc-771,col_101723,Lake Fletcher,2023-10-17,11:00:00,0.02094901315789473,0.05166673684210526,0.02094901315789473,11,3,42,10,2023,15.4,7.96,121.6,7.2,96.9,NA,NA,NA,60604.49154749843,418.89553205118966,8892.401317577178,0.2076666666666667,1.2866666666666668,35.666666666666664,5.823999999999999,9.503,0.2776,0,39.35853679363225,0,41954.14274486162,11.5,8.4,5.4,11.785714285714286,10.533333333333333,15.114285714285714,13.433333333333334,1.1,23.200000000000003,11.299999999999999,NA,NA,NA,1.8,1.8,1.8,1.8,0.22114,0.00631578947368421,0.00533827242598684,NA,NA,NA,12,10,9
zfpfw-809,col_102423,Lake Fletcher,2023-10-24,10:40:00,0.01971134868421053,NA,0.01971134868421053,10,3,43,10,2023,12.9,6.87,109.1,7.38,92.2,76.97503438525823,43.969354759270246,272.09276496711254,55050.1406425222,435.9320409657679,8823.792122392773,0.26899999999999996,1.83,35.666666666666664,5.905,6.03,0.2352,0,85.10797814526016,0,75786.3554253165,13.1,7.1,1.2,10.67142857142857,8.7,14.957142857142857,13.266666666666667,0.2,26.9,2.2,10000,1000,10000,2.25,2.25,2.25,2.25,0.22114,NA,0.00533827242598684,2,5,2,12,10,9
vxtuh-835,col_103123,Lake Fletcher,2023-10-31,10:09:00,0,NA,0.00485238486842105,10,3,44,10,2023,10.5,8.47,102.7,7.72,91.9,144.33796790834597,176.38345828284218,791.3913799202476,60214.352751019025,610.9038109531919,7725.300559222815,0.28200000000000003,4.333333333333334,41.666666666666664,6.2860000000000005,6.646,0.26380000000000003,0,0,0,1327.8997724187243,7.9,4.4,0.9,10.842857142857143,5.433333333333334,13.957142857142857,8.4,0,19.8,19.8,10000,1000,10000,2.25,2.25,2.25,2.25,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
trwcl-853,col_110723,Lake Fletcher,2023-11-07,10:30:00,0.00972779605263158,0.02039161999999999,0.00972779605263158,10,3,45,11,2023,9,8.64,105.1,6.94,98.2,55.75224751129009,12.975347168616707,237.77732774541923,58952.411660609985,463.0964173979242,8305.836748947422,0.23566666666666664,1.606666666666667,35.666666666666664,5.41,5.8229999999999995,0.2246,0,25.025829557475376,0,7088.399367667969,12.8,7.6,2.4,5.357142857142857,6.166666666666667,9.028571428571428,10.633333333333333,3.8,10.9,3.8,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
kqewr-868,col_111423,Lake Fletcher,2023-11-14,10:30:00,0.00734416118421052,0.011,0.00734416118421052,10,3,46,11,2023,7.2,10.11,101.3,7.55,99.8,47.33015385076473,54.98150123090393,216.44731375271053,64372.68634051496,505.6905644040804,9680.683818891386,0.22366666666666668,1.5833333333333333,27,5.467,5.4239999999999995,0.2046,0,139.29170570933653,0,76066.95629946372,5.4,2.8,0.2,4.057142857142857,2.3666666666666667,7.6571428571428575,5.566666666666667,0,1.5,0,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
gvhpx-886,col_112123,Lake Fletcher,2023-11-21,11:00:00,0.00364473684210526,0.1241578947368421,0.00364473684210526,11,3,47,11,2023,1.8,12.28,73.1,7.01,85,NA,NA,NA,57091.90396758996,756.6227781331941,8922.686609798859,0.24233333333333332,4.28,37.333333333333336,5.851,5.878,0.2842,0,239.3801997468914,0,102282.6801538444,3.7,0.4,-2.8,4.1000000000000005,1.5666666666666669,8.257142857142856,4.9,0,40.5,0.5,NA,NA,NA,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,NA,NA,NA,12,10,9
eoisr-1037,col_051424,Lake Fletcher,2024-05-14,11:04:00,0,NA,0,11,3,20,5,2024,12.76,10.81,151.7,7.31,NA,NA,NA,NA,37516.5,905.8329,7701.7802,0.164,4.04,17.333333333333332,3.94,3.993,0.1845,0,48.21263856660904,0,50879.58857426035,22.4,12.2,1.9,8.342857142857143,9.066666666666666,12.457142857142857,15,0,14.7,0,NA,NA,NA,2.25,2.25,2.25,2.25,0.22114,NA,0.00533827242598684,NA,NA,NA,12,10,9
fuekq-1046,col_052124,Lake Fletcher,2024-05-21,10:30:00,0,0,0,10,3,21,5,2024,16.72,9.54,129.9,7.75,100.22,NA,NA,NA,33029.200000000004,51.9589,8192.4247,0.14766666666666664,1.8933333333333335,21.666666666666668,3.807,4.22,0.15480000000000002,0,195.06188612254724,0,156988.52367109398,17,11.6,6.1,10.457142857142857,9.733333333333333,14.342857142857143,13.533333333333333,NA,3.4,3.1999999999999997,NA,NA,NA,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,NA,NA,NA,12,10,9
wkuhs-1079,col_052824,Lake Fletcher,2024-05-28,00:07:00,0,0,0,0,3,22,5,2024,18.34,8.99,138,7.2,103.4,NA,NA,NA,32725.1,97.9031,8468.7741,0.1443333333333333,22.666666666666668,19,3.473,4.577,0.1961,0,42.56683454708793,0,109107.93654253893,13.8,11.7,9.6,14.257142857142858,11.433333333333334,18.442857142857143,14.066666666666666,28.1,34.7,29,NA,NA,NA,3.6,3.6,3.6,3.6,0.22114,0.00631578947368421,0.00533827242598684,NA,NA,NA,12,10,9
tvvsq-1113,col_060424,Lake Fletcher,2024-06-04,11:23:00,0,0,0,11,3,23,6,2024,17.3,8.9,135.9,7.1,103.7,82.8453067700617,31.402620493182813,178.10189188039038,32122.300000000003,210.6849,8060.6063,0.15933333333333333,2.2433333333333336,23,3.502,3.841,0.227,0,147.24331315909387,0,50089.61640410119,23.2,17.4,11.6,13.9,14.2,18.428571428571427,18.166666666666668,0,5,1.5,1000,1000,1000,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
cxpos-1137,col_061124,Lake Fletcher,2024-06-11,10:40:00,0,0,0,10,3,24,6,2024,20.2,8.51,146.3,7.1,104.7,62.92793314666413,21.550754535156567,161.65065553347924,32987.7,172.9563,13862.7592,0.14366666666666664,8.936666666666666,20.666666666666668,3.738,3.895999999999999,0.1892,0,24.816983742382092,0,20891.95845021064,20.2,15.6,11,15.385714285714286,16.1,19.5,20.7,0,4.8,4.3,1000,1000,1000,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
irrox-1166,col_061824,Lake Fletcher,2024-06-18,10:45:00,0,NA,0,10,3,25,6,2024,20.283,8.93,150.3,7.18,107.33,67.56784662697818,19.757513106284,195.26590472560315,33173.5,193.9239,12355.9635,0.13566666666666669,6.253333333333333,18.666666666666668,3.4559999999999995,3.483,0.215,0,8.9506704301282909,0,105886.84717253108,21.9,16.9,11.9,15.814285714285713,16.166666666666664,20.557142857142857,21.933333333333334,0,35.3,0,1000,1000,1000,2.4,2.4,2.4,2.4,0.22114,NA,0.00533827242598684,2,5,2,12,10,9
jceou-1201,col_062524,Lake Fletcher,2024-06-25,10:44:00,0,0,0,10,3,26,6,2024,21.4,8.14,156.1,7.27,108.9,NA,NA,NA,33173.1,795.6108,15649.6553,0.129,1.4333333333333331,20.333333333333332,3.632,3.642,0.13740000000000002,0,21.96789813421933,0,26609.510522613553,19.2,15.9,12.5,19.142857142857142,15.866666666666667,23.82857142857143,18.533333333333335,1.7,24.4,24.4,NA,NA,NA,1.8,1.8,1.8,1.8,0.22114,0.00631578947368421,0.00533827242598684,NA,NA,NA,12,10,9
jwbgb-1224,col_070224,Lake Fletcher,2024-07-02,10:51:00,0,NA,0,10,3,27,7,2024,NA,NA,NA,NA,NA,NA,NA,NA,32424.500000000004,476.3081,17324.1796,0.13433333333333333,1.2866666666666666,14.666666666666666,NA,NA,NA,0,11.024745114603526,0,24863.61944395217,26.3,19.6,12.9,16.62857142857143,17.233333333333334,21.34285714285714,21.533333333333335,0.2,20.099999999999998,17.099999999999998,NA,NA,NA,1.8,1.8,1.8,1.8,0.22114,NA,0.00533827242598684,NA,NA,NA,12,10,9
nqakk-1257,col_070924,Lake Fletcher,2024-07-09,11:04:00,0,0,0.0014395041118421,11,3,28,7,2024,23.4,8.5,162.6,7.39,109.1,21.90630774638232,7.841141510555261,79.05969109896867,36063.899999999994,296.0349,18624.1011,0.122,1.26,13,NA,NA,NA,0,71.96105577857587,0,77767.31886045272,25.1,20.6,16.1,17.685714285714287,20.2,21.314285714285713,24.233333333333334,0,18.5,3.4,250,1000,1000,3,3,3,3,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
nvdel-1294,col_071624,Lake Fletcher,2024-07-16,10:43:00,0,0,0,10,3,29,7,2024,25.9,8.31,172.3,7.54,110.1,NA,NA,NA,34792.4,47.6952,10053.4203,0.117,2.143333333333333,12,4.116999999999999,4.45,0.2321,0,47.0517887664088,0,67201.87315532456,20.8,18,15.2,21.67142857142857,21.233333333333334,26.67142857142857,26.400000000000002,1.1,2.9000000000000004,1.1,NA,NA,NA,1.8,1.8,1.8,1.8,0.22114,0.00631578947368421,0.00533827242598684,NA,NA,NA,12,10,9
eipwz-1346,col_072324,Lake Fletcher,2024-07-23,10:55:00,0,0,0.00486841365131579,10,3,30,7,2024,24.7,5.86,171.9,7.46,112,43.6246421411218,16.483939421173137,280.5002610967633,NA,40.5848,12320.8744,0.115,3.16,11.333333333333334,3.98,4.093999999999999,0.14800000000000002,0,39.83670565147086,0,68198.03399705497,19.1,16,13,19.571428571428573,18.466666666666665,24.67142857142857,23.033333333333335,0.9,1.3,1.3,250,1000,1000,1.8,1.8,1.8,1.8,0.22114,0.00631578947368421,0.00533827242598684,2,5,2,12,10,9
